,AF: Import: Cost: Border Compliance,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Median Case,AF: Exports: Lead Time: Median Case,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Goods,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Ores & Metals,AF: Exports: Goods,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Commercial Service,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Goods by Reporting Economy,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Total Goods Exports: The Arab World,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: European Union,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Number of Documents,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AO: (DC)Imports: cif: APEC,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: Special Categories,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Oil Exporting Countries,AF: (DC)Exports: fob: USD,AO: Imports: cif: Euro Area,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AO: Imports: cif: Countries or Area Not Specified,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Europe: Emerging and Developing Europe: Turkey,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport
09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.244056,133.271061,5.548263,224.005986,0.006,,0.007196,0.000257,,0.012537,,,0.001632,,,,,,,,0.000601,,15.715478,74.623988,0.344704,229.554249,,,,,,,64.4517,102.379,,,,,,,,,0.001668,102.453,98.881,155.48,3.5717,,65.94508,0.008228,14.323654,,,,-0.991668,,,,,,,,,,,,,,,
10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.203995,185.368891,7.377191,297.039776,,,,,,,,,,,,,,,,,,,21.368269,108.735514,0.225894,304.416967,,,,,,,91.6615,151.465,,,,,,,,,,123.204,119.864,226.886,3.33992,,97.572734,,19.475812,,,,,,,,,,,,,,,,,,,
11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.925246,189.197903,8.757367,312.36365,,,,,,,,,,,,,,,,,,,25.63406,92.812454,0.285617,321.121017,,,,,,,116.03,127.983,,,,,,,,,,109.214,105.815,225.983,3.39928,,84.666682,,23.363808,,,,,,,,,,,,,,,,,,,
12/2002,,,,,,,,,47.34290478,2452,722.034756,26.81157567,,,,100,21.92359183,,,99.27787,,,,32.06177973,32.06177973,46.00541289,0,62.93190265,,14.8362621,52.684477,151.423404,4.096894,221.475717,0.007,,0.007192,0.000379,11.71459923,0.012537,,,0.00009,0.37165987,3.26616899,39.0192074,3.27114089,,0.07723574,0.35797238,0.000685,,11.229635,91.837691,0.116308,225.572611,,,,,,,61.7027,124.541,,,,,2452,,,,0.002816,96.8544,93.347,192.606,3.50743,100,79.887074,0.008903,10.235095,0.00088998,13.73779741,0.03426054,-0.25255,0.00921555,,,,3.29104157,,,,,25.84551955,,26.81157567,,,
01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.138584,150.535693,4.992951,224.439801,,,,,,,,,,,,,,,,,,,13.999147,85.600656,0.395606,229.432752,,,,,,,71.1627,110.069,,,,,,,,,,86.8092,85.3361,178.381,1.47304,,69.918582,,12.759328,,,,,,,,,,,,,,,,,,,
02/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.223474,162.345255,6.079947,257.669,,,,,,,,,,,,,,,,,,,17.35879,98.561644,1.032805,263.748947,,,,,,,71.4922,129.106,,,,,,,,,,110.512,109.122,198.486,1.38952,,81.961789,,15.821428,,,,,,,,,,,,,,,,,,,
03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.514131,155.879135,4.181322,225.17546,0.004,,0.020336,0.000268,,0.198234,0.000045,,0.000325,,,,,,,,0.002179,,11.490583,100.698754,0.134645,229.356782,,,,,,,61.1473,135.354,,,,,,,,,,101.215,99.7411,193.565,1.47393,,84.166088,0.002582,10.472933,,,,0.637491,,,,,,,,,,,,,,,
04/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.482404,161.219354,4.194113,232.546734,,,,,,,,,,,,,,,,,,,11.530121,104.849188,0.350043,236.740847,,,,,,,65.3552,130.682,,,,,,,,,,101.271,99.939,205.139,1.33225,,82.251737,,10.508968,,,,,,,,,,,,,,,,,,,
05/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.590816,155.136093,3.851731,222.891544,,,,,,,,,,,,,,,,,,,10.471899,97.45287,0.297069,226.743275,,,,,,,55.3539,145.491,,,,,,,,,,104.503,103.174,209.333,1.32878,,90.982884,,9.544467,,,,,,,,,,,,,,,,,,,
06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.449829,158.734105,6.032569,251.051678,,,0.025626,0.000339,,0.198234,0.000052,,0.000078,,,,,,,,0.002163,,17.212353,85.865645,0.391832,257.084247,,,,,,,83.5552,116.357,,,,,,,,,,113.14,111.736,187.753,1.40437,,73.853129,0.003135,15.68796,,,,-1.685361,,,,,,,,,,,,,,,
07/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.985081,181.205904,6.41313,289.926447,,,,,,,,,,,,,,,,,,,18.388578,117.083002,0.186994,296.339577,,,,,,,82.8917,174.658,,,,,,,,,,138.199,136.778,236.436,1.42112,,103.8122,,16.760014,,,,,,,,,,,,,,,,,,,
08/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.934929,184.344826,7.225206,290.000712,,,,,,,,,,,,,,,,,,,20.898508,104.535023,0.266035,297.225918,,,,,,,97.6835,145.452,,,,,,,,,,119.444,118.043,242.692,1.40162,,85.433434,,19.047655,,,,,,,,,,,,,,,,,,,
09/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.586297,358.561838,7.916844,478.254735,0.02,,0.023179,0.000345,,0.198234,0.000049,,,,,,,,,,0.001832,,23.031606,262.58401,0.298976,486.171579,,,,,,,119.704,539.05,,,,,,,,,,138.767,137.315,635.595,1.45151,,250.464645,0.004248,20.991838,,,,-1.906165,,,,,,,,,,,,,,,
10/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.60545,192.054405,5.481895,282.819097,,,,,,,,,,,,,,,,,,,15.50726,122.308369,0.323446,288.300992,,,,,,,86.3796,172.191,,,,,,,,,,127.026,125.539,254.232,1.48673,,106.781964,,14.133877,,,,,,,,,,,,,,,,,,,
11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.871183,212.97034,6.555261,327.267371,,,,,,,,,,,,,,,,,,,18.824123,129.264584,0.166995,333.822632,,,,,,,129.633,184.928,,,,,,,,,,142.249,140.916,273.042,1.33333,,114.323421,,17.156986,,,,,,,,,,,,,,,,,,,
12/2003,,,,,,,,,40.22014698,2101,992.732655,34.90437655,,,,144,24.53669367,,,149.781301,,,,43.22838136,43.22838136,32.23478343,0.01099611,49.71694104,,13.499374,74.280259,175.484206,5.835525,275.658818,0.152,,0.033643,0.000363,12.25879257,0.198234,0.000052,,0.001435,0.23827874,1.48502449,29.11324358,0.97813745,,0.42009917,0.3636535,0.002355,,16.60002,107.606198,0.321761,281.494343,,,,,,,97.5464,154.471,,,,,2101,,,,,138.605,137.143,228.997,1.46187,144,93.136525,0.005128,15.129858,0.00834918,12.20422703,0.02945808,-0.618143,0.00014154,,,,3.59007078,,,,,24.86448036,,34.90437655,,,
01/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.767878,199.607306,9.975079,339.6496,,,,,,,,,,,,,,,,,,,29.427871,86.430021,0.333924,349.624679,,,,,,,302.506,126.101,,,,,,,,,,266.468,264.495,253.029,1.97386,,76.228526,,26.821624,,,,,,,,,,,,,,,,,,,
02/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.900106,170.999575,5.424175,255.811589,,,,,,,,,,,,,,,,,,,15.347666,102.969115,0.252646,261.235764,,,,,,,229.261,156.346,,,,,,,,,,258.697,257.034,223.675,1.66235,,94.715837,,13.988417,,,,,,,,,,,,,,,,,,,
03/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.114804,182.171477,6.065418,283.34918,0.174,,0.011995,0.002875,,0.122463,,,0.003466,,,,,,,,0.000612,0.006813,17.331637,118.03274,0.116683,289.414598,,,,,,,245.356,163.99,,,,,,,,,,304.53,302.62,233.455,1.91003,,102.102384,0.004205,15.79668,,,,-1.544578,,,,,,,,,,,,,,,
04/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.560724,209.908192,6.469272,320.516294,,,,,,,,,,,,,,,,,,,18.581134,139.305105,0.043812,326.985566,,,,,,,259.918,145.536,,,,,,,,,,307.179,305.269,291.228,1.90958,,89.210947,,16.935516,,,,,,,,,,,,,,,,,,,
05/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.679985,172.216734,6.903203,283.076369,,,,,,,,,,,,,,,,,,,19.923686,103.586817,0.210044,289.979572,,,,,,,251.706,141.45,,,,,,,,,,301.847,299.664,213.537,2.18274,,89.432946,,18.159167,,,,,,,,,,,,,,,,,,,
06/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81369,168.270269,7.45385,297.969409,0.042,,0.014305,0.003436,,0.122463,,,0.000146,,,,,,,,0.000757,0.001139,21.627351,101.783926,0.5552,305.423259,,,,,,,258.722,137.147,,,,,,,,,,333.101,330.766,205.729,2.33442,,87.341281,0.004974,19.711949,,,,-1.731864,,,,,,,,,,,,,,,
07/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.941117,173.266657,7.512061,292.379278,,,,,,,,,,,,,,,,,,,21.807459,99.967222,0.099323,299.891339,,,,,,,263.163,153.864,,,,,,,,,,317.091,314.802,224.405,2.28923,,93.064602,,19.876106,,,,,,,,,,,,,,,,,,,
08/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91547,180.857481,6.855675,294.719066,,,,,,,,,,,,,,,,,,,19.776643,107.778708,0.201301,301.574741,,,,,,,260.723,144.797,,,,,,,,,,295.579,293.24,218.257,2.3398,,86.638048,,18.025147,,,,,,,,,,,,,,,,,,,
09/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.314961,211.882783,10.047957,360.830265,0.19,,0.010136,0.002969,,0.122463,,,0.00172,,,,,,,,0.000637,,29.653347,116.092241,0.05932,370.878222,,,,,,,303.018,160.725,,,,,,,,,,329.615,327.272,264.552,2.34262,,99.639063,0.006327,27.027131,,,,-3.681274,,,,,,,,,,,,,,,
10/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.261339,245.643366,10.749275,403.983409,,,,,,,,,,,,,,,,,,,31.823182,143.207045,0.318835,414.732684,,,,,,,322.864,193.465,,,,,,,,,,338.882,336.465,320.436,2.41694,,120.650556,,29.004797,,,,,,,,,,,,,,,,,,,
11/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.177349,441.445803,7.230662,575.411897,,,,,,,,,,,,,,,,,,,20.936827,143.888068,0.175404,582.642559,,,,,,,537.002,199.186,,,,,,,,,,344.745,342.576,533.175,2.16945,,120.64645,,19.08258,,,,,,,,,,,,,,,,,,,
12/2004,,,,,,,,,32.19037781,2177,1148.147677,34.27243001,,,,305,19.42693876,,,146.160645,,,,44.6262289,44.6262289,35.94643688,0.01654099,47.48625916,,9.38524936,91.908605,221.188772,7.637305,347.884296,0.157,,0.011271,0.003931,15.23373313,0.122463,,,0.004577,0.34417815,3.22920715,31.25659578,0.53666498,,0.57979082,0.45845932,0.00063,,22.194947,143.38701,0.083054,355.521601,,,,,,,293.706,211.567,,,,,2177,,,,,353.191,350.667,301.071,2.52416,305,128.442518,0.007134,20.229277,0.01344932,17.71701995,0.09798949,-5.226207,0.00039546,,,,2.46330002,,,,,33.52065119,,34.27243001,,,
01/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.352492,201.564197,9.611151,344.402808,,,,,,,,,,,,,,,,,,,28.301898,117.694471,0.079596,354.013959,,,,,,,254.085,169.257,,,,,,,,,,288.119,285.253,254.927,2.86651,,105.084234,,25.795372,,,,,,,,,,,,,,,,,,,
02/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.23423,284.906565,19.103514,501.271029,,,,,,,,,,,,,,,,,,,57.670642,104.215337,0.067077,520.374543,,,,,,,346.063,153.702,,,,,,,,,,267.253,264.34,382.357,2.91271,,91.272212,,52.563106,,,,,,,,,,,,,,,,,,,
03/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.906484,320.664605,22.170815,598.773593,0.067,,0.011342,,,0.050283,,,0.019393,,,,,,,,,0.001075,67.160664,149.661447,0.290839,620.944408,,,,,,,357.314,213.229,,,,,,,,,,363.991,360.729,434.181,3.2625,,128.060896,0.200097,61.212655,,,,-7.051988,,,,,,,,,,,,,,,
04/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.742132,214.489529,10.862747,391.867945,,,,,,,,,,,,,,,,,,,32.174254,119.988814,0.047427,402.730692,,,,,,,267.178,173.405,,,,,,,,,,329.648,326.576,295.357,3.0719,,102.624117,,29.324777,,,,,,,,,,,,,,,,,,,
05/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.750638,225.416057,11.42361,391.558983,,,,,,,,,,,,,,,,,,,33.909529,133.975025,0.090914,402.982593,,,,,,,263.674,199.87,,,,,,,,,,303.353,300.058,299.697,3.29522,,120.237274,,30.906369,,,,,,,,,,,,,,,,,,,
06/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.873535,229.854246,11.816601,404.051165,0.136,,0.014226,,,0.050283,,,0.026475,,,,,,,,,0.001819,35.125414,135.740271,0.131953,415.867766,,,,,,,264.779,183.403,,,,,,,,,,316.686,313.465,311.258,3.22032,,109.566398,0.217914,32.014571,,,,-8.307258,,,,,,,,,,,,,,,
07/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.834515,232.978809,14.852699,454.055662,,,,,,,,,,,,,,,,,,,44.518902,116.30728,0.134861,468.908361,,,,,,,322.771,157.327,,,,,,,,,,359.644,356.401,303.6,3.24301,,93.507201,,40.576135,,,,,,,,,,,,,,,,,,,
08/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.582909,252.581399,13.380453,446.172245,,,,,,,,,,,,,,,,,,,39.963873,150.878243,0.16629,459.552698,,,,,,,278.702,210.419,,,,,,,,,,345.577,342.356,346.644,3.22137,,122.882945,,36.424517,,,,,,,,,,,,,,,,,,,
09/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.067159,272.775177,14.778975,495.722413,0.076,,0.013132,,,0.050283,,,0.010632,,,,,,,,,,44.290809,158.3811,0.166181,510.501388,,,,,,,301.528,206.508,,,,,,,,,,361.714,358.378,369.33,3.33578,,127.732632,0.231659,40.368243,,,,-5.357299,,,,,,,,,,,,,,,
10/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.177489,270.931486,14.916455,495.664609,,,,,,,,,,,,,,,,,,,44.716163,160.645821,0.627104,510.581064,,,,,,,316.689,215.726,,,,,,,,,,364.642,361.065,361.245,3.57645,,131.935972,,40.755926,,,,,,,,,,,,,,,,,,,
11/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.442184,279.965823,15.297836,536.837676,,,,,,,,,,,,,,,,,,,45.896122,186.159107,0.234463,552.135512,,,,,,,316.145,261.968,,,,,,,,,,398.981,395.805,384.99,3.17551,,158.896947,,41.831383,,,,,,,,,,,,,,,,,,,
12/2005,,,,,,,,,23.73496973,2471,1717.635416,49.65972173,,,,384,18.28575746,,,184.330171,,,,51.88164069,51.88164069,29.83242716,0.00558605,45.98060246,,8.7975701,172.051728,303.473806,18.822827,565.276506,0.099,,0.014253,,14.01833799,0.050283,,,0.009744,0.48306633,1.62968546,26.16233726,0.81138481,,0.7459533,0.89123797,,,56.802212,174.137551,0.205627,584.099333,10,67,,10,80,,341.843,234.594,,,,,2470.74,,,,,398.893,395.286,407.914,3.60758,384,143.685968,0.242785,51.771587,0.02014001,11.62178942,0.0482171,-5.812747,0.00017469,,,,1.47953633,,,,,26.59972249,,49.65972173,,,
01/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.197403,306.385118,15.432096,549.671943,,,,,,,,,,,,,,,,,,,46.311523,192.751332,0.134698,565.104039,,,,,,,276.085,285.397,,,,,,,,,,351.55,347.486,426.755,4.06418,,169.444869,,42.209995,,,,,,,,,,,,,,,,,,,
02/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.545497,288.152476,17.170401,522.329174,,,,,,,,,,,,,,,,,,,51.689722,181.794317,0.253134,539.499575,,,,,,,267.583,251.473,,,,,,,,,,305.51,301.51,399.293,3.99986,,147.065519,,47.11188,,,,,,,,,,,,,,,,,,,
03/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.144911,339.905273,22.139257,670.097643,0.153,-0.000146,0.012991,0.000207,,0.003138,,,0.019783,,,,,,,,0.00896,,67.06304,204.128905,0.151742,692.2369,,,,,,,344.256,273.161,,,,,,,,,,449.213,445.226,452.672,3.98715,,167.048257,0.051602,61.123676,,,,-5.932831,,,,,,,,,,,,,,,
04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.751895,265.362335,17.763449,563.659573,,,,,,,,,,,,,,,,,,,53.524568,160.863743,0.680255,581.423022,,,,,,,345.63,237.475,,,,,,,,,,405.964,401.775,352.821,4.18892,,143.856585,,48.784224,,,,,,,,,,,,,,,,,,,
05/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.312883,353.25581,18.345662,635.974962,,,,,,,,,,,,,,,,,,,55.325904,240.649947,1.404152,654.320624,,,,,,,294.221,347.879,,,,,,,,,,389.066,384.742,493.757,4.32412,,213.233921,,50.426027,,,,,,,,,,,,,,,,,,,
06/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.946788,367.883646,20.49206,641.783789,0.127,-0.000169,0.01137,0.000227,,0.003138,,,0.008238,,,,,,,,0.008353,,61.966714,234.484922,0.685262,662.275849,,,,,,,315.762,322.951,,,,,,,,,,347.94,343.609,520.97,4.3316,,189.23038,0.063009,56.478701,,,,-3.989049,,,,,,,,,,,,,,,
07/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.458551,324.281116,19.806354,613.323568,,,,,,,,,,,,,,,,,,,59.845189,202.988488,0.064412,633.129922,,,,,,,306.94,308.708,,,,,,,,,,370.027,365.507,446.393,4.5205,,185.04252,,54.545066,,,,,,,,,,,,,,,,,,,
08/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.595525,329.763027,22.120783,643.315209,,,,,,,,,,,,,,,,,,,67.00587,219.330274,0.219843,665.435992,,,,,,,303.191,320.332,,,,,,,,,,391.264,386.609,472.918,4.65447,,188.25887,,61.07157,,,,,,,,,,,,,,,,,,,
09/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.314692,666.734991,23.863617,1057.570397,0.405,-0.000175,0.01208,0.000238,,0.003138,,,0.025051,,,,,,,,0.00735,,72.398094,197.696797,0.339649,1081.434014,,,,,,,771.803,293.994,,,,,,,,,,506.357,501.686,953.651,4.67101,,172.931066,0.072687,65.986237,,,,-5.232522,,,,,,,,,,,,,,,
10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.051408,400.341425,22.76902,732.534836,,,,,,,,,,,,,,,,,,,69.011474,236.519742,0.727891,755.303856,,,,,,,377.377,335.467,,,,,,,,,,410.672,405.922,561.462,4.75017,,201.256436,,62.899549,,,,,,,,,,,,,,,,,,,
11/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.122935,573.675808,26.121008,969.411947,,,,,,,,,,,,,,,,,,,79.382309,258.02752,0.173391,995.532955,,,,,,,644.158,364.518,,,,,,,,,,494.884,490.534,802.667,4.35037,,215.395511,,72.351903,,,,,,,,,,,,,,,,,,,
12/2006,,,,,,,,,20.82464749,2744,2052.058433,47.53622647,,,,416,20.26529296,,,143.130672,,,,39.50604312,39.50604312,40.2285151,0,45.32879111,,10.52098393,243.449549,368.502206,24.784018,730.995173,0.254,-0.000182,0.012051,0.000252,14.13619327,0.003138,,,0.003114,0.39299124,3.69528971,35.06020289,0.95435938,,0.12567188,0.46229405,0.009842,,75.245746,256.700431,0.210196,755.779191,10,67,,10,71,,319.585,373.016,,,,,2582,,,,,456.333,451.823,520.317,4.51079,408,219.590404,0.08157,68.58169,0.03554119,16.93196204,0.07313549,-1.806465,0.00014882,,,,1.31199641,,,,,31.63912604,,47.53622647,,,
01/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.135902,383.054251,22.657891,702.082389,,,,,,,,,,,,,,,,,,,66.206831,229.819766,0.235916,724.74028,,,,,,,296.815,310.959,,,,,,,,,,318.535,314.659,535.253,3.87627,,186.285897,,60.343296,,,,,,,,,,,,,,,,,,,
02/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.640373,596.590172,32.216242,1034.632869,,,,,,,,,,,,,,,,,,,71.997471,404.725402,0.676505,1066.849111,,,,,,,204.822,328.499,,,,,,,,,,283.709,279.904,495.16,3.80427,,358.113768,,65.621095,,,,,,,,,,,,,,,,,,,
03/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.479177,748.883147,63.257891,1599.789407,0.041,,0.006244,,,0.000204,,,0.0146,,,,,,,,0.000501,,161.493744,530.246028,0.469372,1663.047298,,,,,,,247.39,447.924,,,,,,,,,,365.88,361.713,635.267,4.1668,,465.165073,0.057641,147.19123,,,,-4.377236,,,,,,,,,,,,,,,
04/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.01274,704.180563,30.10851,1198.849952,,,,,,,,,,,,,,,,,,,65.796161,478.739844,0.701717,1228.958462,,,,,,,253.046,390.247,,,,,,,,,,393.484,389.401,578.841,4.08256,,417.649162,,59.968998,,,,,,,,,,,,,,,,,,,
05/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.342262,783.481269,32.220689,1287.873821,,,,,,,,,,,,,,,,,,,71.815625,532.504036,0.600515,1320.09451,,,,,,,290.225,448.817,,,,,,,,,,403.633,399.25,655.346,4.3825,,466.942856,,65.455354,,,,,,,,,,,,,,,,,,,
06/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.562388,791.422526,32.949741,1301.17537,0.023,,0.008257,,,0.000204,,,0.000741,,,,,,,,0.000549,,73.839872,554.34614,0.722938,1334.125111,,,,,,,286.561,443.413,,,,,,,,,,393.777,389.414,648.613,4.3631,,476.179766,0.061113,67.300325,,,,-8.185119,,,,,,,,,,,,,,,
07/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.060708,897.622864,38.105977,1507.887523,,,,,,,,,,,,,,,,,,,88.577341,584.924048,0.998571,1545.9935,,,,,,,380.674,438.578,,,,,,,,,,431.655,427.373,731.232,4.28152,,477.097985,,80.732587,,,,,,,,,,,,,,,,,,,
08/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.980012,787.74314,40.342992,1449.768956,,,,,,,,,,,,,,,,,,,94.896604,463.566289,1.56875,1490.111948,,,,,,,372.23,374.684,,,,,,,,,,473.15,468.899,596.303,4.25138,,412.418442,,86.492192,,,,,,,,,,,,,,,,,,,
