,AF: Arms Imports: SIPRI Trend Indicator Values (TIV),AF: (DC)Arms Exports: SIPRI Trend Indicator Values (TIV),AF: Armed Forces Personnel: Total,AF: Armed Forces Personnel: % of Total Labour Force,"AF: Presence of Peace Keepers: Number of Troops, Police and Military Observers in Mandate",AF: Military Expenditure,AF: Military Expenditure,AF: Military Expenditure as % of GDP,AF: Military Expenditure as % of General Government Expenditure,AF: (DC)Military Expenditure as % of Central Government Expenditure,AF: International Development Association: Resource Allocation Index: 1=Low To 6=High,AF: International Development Association: Grants,AF: Debt Forgiveness Grants,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Australia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Austria,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Belgium,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Canada,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Czech Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Denmark,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: European Commission,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Finland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: France,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Germany,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Greece,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Iceland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Ireland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Italy,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Japan,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Korea,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Luxembourg,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Netherlands,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: New Zealand,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Norway,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Poland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Portugal,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovak Republic,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Slovenia,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Spain,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Sweden,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: Switzerland,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United Kingdom,AF: Net Bilateral Aid Flows from Development Assistance Committee Donors: United States,AF: Net Official Flows from UN Agencies: IAEA,AF: Net Official Flows from UN Agencies: IFAD,AF: (DC)Net Official Flows from UN Agencies: UNAIDS,AF: Net Official Flows from UN Agencies: UNICEF,AF: Net Official Flows from UN Agencies: UNHCR,AF: Net Official Flows from UN Agencies: UNDP,AF: Net Official Flows from UN Agencies: UNFPA,AF: (DC)Net Official Flows from UN Agencies: UNPBF,AF: (DC)Net Official Flows from UN Agencies: UNRWA,AF: (DC)Net Official Flows from UN Agencies: UNTA,AF: Net Official Flows from UN Agencies: WFP,AF: Net Official Flows from UN Agencies: WHO,AF: Net Official Flows from UN Agencies: FAO,AF: Net Official Flows from UN Agencies: ILO,AF: Net Official Development Assistance Received: Current Price,AF: Net Official Development Assistance and Official Aid Received: Current Price,AF: Net Official Development Assistance Received: 2016 Price,AF: Net Official Development Assistance and Official Aid Received: 2016 Price,AF: (DC)Net Official Development Assistance Received: 2014 Price,AF: (DC)Net Official Development Assistance Received: 2013 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2013 Price,AF: (DC)Net Official Development Assistance Received: 2012 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2012 Price,AF: (DC)Net Official Development Assistance Received: 2011 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2011 Price,AF: (DC)Net Official Development Assistance Received: 2010 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2010 Price,AF: (DC)Net Official Development Assistance Received: 2009 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2009 Price,AF: (DC)Net Official Development Assistance Received: 2008 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2008 Price,AF: (DC)Net Official Development Assistance Received: 2007 Price,AF: (DC)Net Official Development Assistance and Official Aid Received: 2007 Price,AF: Net Official Development Assistance Received: % of Gross National Income,AF: Net Official Development Assistance Received: % of Central Government Expenditure,AF: Net Official Development Assistance Received: % of Gross Capital Formation,"AF: Net Official Development Assistance Received: % of Imports of Goods, Services and Primary Income",AF: Net Official Development Assistance Received per Capita: Current Price,AF: IMF Account: Fund Position: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: UFC: General Resources Account,"AF: IMF Account: Fund Position: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: Fund Holdings of Currency,AF: IMF Account: Fund Position: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: Overdue Obligations,AF: IMF Account: Fund Position: USD: Allocations of SDRs to Date,AF: IMF Account: Fund Position: USD: Quota,AF: IMF Account: Fund Position: USD: Reserve Tranche Position,AF: IMF Account: Fund Position: USD: Lending to the Fund,AF: IMF Account: Fund Position: USD: Use of Fund Credit (UFC),AF: IMF Account: Fund Position: USD: UFC: General Resources Account,"AF: IMF Account: Fund Position: USD: UFC: Outstanding Loans: Structural Adj. Facility, Poverty Reduction and Growth Facility & Trust Fund",AF: IMF Account: Fund Position: USD: Fund Holdings of Currency,AF: IMF Account: Fund Position: USD: Net Cumulative Allocation: Escrow Account,AF: IMF Account: Fund Position: USD: Overdue Obligations,AF: IMF Account: Fund Position: SDR Holdings: % of Allocation,AF: IMF Account: Fund Position: Currency Holdings: % of Quota,AF: IMF Account: Fund Position: UFC: % of Quota
03/1964,-37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,0,
06/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,,0,
09/1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9777777777778,,,,0,,,,,,24.9777777777778,,,,24.97777778,
12/1964,,,,,,,,,,,,,,26.7775229357798,,,,,,,,,,135.943060498221,,,,,42.8571428571429,,,,,,,,,,,,,,15.625,,,,,,,,,,,,,,,25.9067357512953,25.9067357512953,27.9255656587016,27.9255656587016,28.159123024879,30.0934096681159,30.1814183617372,29.4720182881259,29.4720182881259,29.9806243272336,29.9806243272336,29.0676498023364,29.0676498023364,30.3201422854602,30.3201422854602,31.0605045769145,31.0605045769145,30.7409111826967,30.7409111826967,18.3591982713483,,20.8704834428405,,23.3022877719508,,,,24.9777777777778,,,,0,,,,,,24.9777777777778,,,,24.97777778,
03/1965,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9777777777778,,,,0,,,,,,24.9777777777778,,,,24.97777778,
06/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9777777777778,,,,0,,,,,,24.9777777777778,,,,24.97777778,
09/1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0711743772242,30.0711743772242,,6.00995732574679,,,,0,,,30.0711743772242,30.0711743772242,,6.00995732574679,,,,6.00995732475089,30.0711743701004
12/1965,,,,,,,,,,,,,,15.7168701944821,,0,,,,,,,,138.461538461538,,,,100,0,,,,,,,,,,,,,243.181818181818,-9.54054054054054,,,,,,,,,,,,,,,16.8074507255794,16.8074507255794,22.4047870933615,22.4047870933615,22.7605332620535,27.066375488055,27.0984927234927,25.7206886014057,25.7206886014057,26.725851331655,26.725851331655,25.1402415941081,25.1402415941081,27.1623050939984,27.1623050939984,28.5816496882559,28.5816496882559,27.7472720872932,27.7472720872932,-7.21139770004006,,14.5171476253217,,14.3256771745827,29.8932384341637,29.8932384341637,,5.97439544807966,,,,0,,,29.8932384341637,29.8932384341637,,5.97439544807966,,,,5.97439544263916,29.8932384048138
03/1966,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1032028469751,41.1032028469751,,31.3300142247511,,,,28.8888888888889,,,41.1032028469751,41.1032028469751,,31.3300142247511,,,,1.89397655490942,9.47662290396116
06/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6298932384342,33.6298932384342,,29.8364153627311,,,,28.8888888888889,,,33.6298932384342,33.6298932384342,,29.8364153627311,,,,0.73514984529277,3.67836541782221
09/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6374829001368,14.6374829001368,,25.3941630325394,,,,28.8888888888889,,,14.6374829001368,14.6374829001368,,25.3941630325394,,,,-2.71142523731373,-11.05712535187902
12/1966,,,,,,,,,,,,,,-8.22747703732656,33.3333333333333,50,,200,,,,,,3.79506641366224,,,,,0,,,,,,,,,,,,,-75.49668874172187,-10.45712578428443,,,,,,,,,,,,,,,-6.61969219358428,-6.61969219358428,-8.63740715732614,-8.63740715732614,-8.89469529952914,-8.19748971407738,-8.33972294637837,-8.14292659212445,-8.14292659212445,-7.97521957340025,-7.97521957340025,-7.612342555415,-7.612342555415,-8.08961631338878,-8.08961631338878,-8.28298887122416,-8.28298887122416,-8.71242388339349,-8.71242388339349,-32.90559375179911,,-10.14346701702614,,-8.62513897101796,42.1917808219178,42.1917808219178,,32.1476510067114,,,,28.8888888888889,,,42.1917808219178,42.1917808219178,,32.1476510067114,,,,2.52834992374254,10.3212092788111
03/1967,117.582417582418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1185372005044,42.1185372005044,,9.04413755754131,,,,0,,,42.1185372005044,42.1185372005044,,9.04413755754131,,,,9.04413755781347,42.1185371971841
06/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5645805592543,76.5645805592543,,15.7491098329225,,,,0,,,76.5645805592543,76.5645805592543,,15.7491098329225,,,,15.7491098359052,76.5645805834724
09/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.890214797136,33.890214797136,,7.59764579989298,,,,0,,,33.890214797136,33.890214797136,,7.59764579989298,,,,7.59764580147452,33.8902148079556
12/1967,,,,,,,,,,,,,,-21.03918228279387,0,66.6666666666667,,0,,,,,,-41.43814747105424,,,,,-10.00000000000001,,,,,,,,,,,,,102.702702702703,-11.94527861194527,,,,,,,,,,,,,,,-19.38046068308181,-19.38046068308181,-23.36595027640641,-23.36595027640641,-23.25755086188869,-24.35468315652125,-24.32033014527507,-23.98929758019465,-23.98929758019465,-24.37437863939781,-24.37437863939781,-24.1918199678514,-24.1918199678514,-24.52488687782805,-24.52488687782805,-24.62587392384584,-24.62587392384584,-24.19184449609127,-24.19184449609127,-32.5899047174,,9.55988056210491,,-21.12534344920541,8.09248554913295,8.09248554913295,,2.13306246825799,,,,0,,,8.09248554913295,8.09248554913295,,2.13306246825799,,,,2.1330624651837,8.09248553718246
03/1968,16.1616161616162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.40816326530611,-20.40816326530611,,-5.71144772783711,,,,0,,,-20.40816326530611,-20.40816326530611,,-5.71144772783711,,,,-5.71144773286752,-20.40816328158558
06/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77073906485671,3.77073906485671,,1.18315191670611,,,,0,,,3.77073906485671,3.77073906485671,,1.18315191670611,,,,1.1831519160046,3.77073906267959
09/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6381461675579,22.6381461675579,,6.31526603679761,,,,0,,,22.6381461675579,22.6381461675579,,6.31526603679761,,,,6.31526603715615,22.6381461698616
12/1968,,,,,,,,,,,,,,-33.92664509169363,50,-60,,-66.66666666666666,,100,,,,-28.82414151925078,,,,-83.33333333333333,77.7777777777778,,,,,,,,,,,525,0,-73.33333333333334,-35.88480485032209,,,,,,,,,,,,,,,-27.98029556650247,-27.98029556650247,-29.79207653435174,-29.79207653435174,-29.89333540952974,-29.20728963551823,-29.35042923989537,-29.09639486306668,-29.09639486306668,-29.02268629807693,-29.02268629807693,-29.68940197117838,-29.68940197117838,-29.32234857275471,-29.32234857275471,-29.22575699501724,-29.22575699501724,-29.48319796145882,-29.48319796145882,-12.22954965621766,,-29.78078818310502,,-29.58586446975761,9.44741532976826,9.44741532976826,,2.63550472401791,,,,0,,,9.44741532976826,9.44741532976826,,2.63550472401791,,,,2.63550472853915,9.44741534640046
03/1969,-36.95652173913043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4938684503902,81.4938684503902,,19.2520410850672,,,,0,,,81.4938684503902,81.4938684503902,,19.2520410850672,,,,19.252041084156,81.4938684520842
06/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,18.75,,6.03367633302153,,,,0,,,18.75,18.75,,6.03367633302153,,,,6.03367633708186,18.7500000131722
09/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73837209302326,9.73837209302326,,3.13376987839103,,,,0,,,9.73837209302326,9.73837209302326,,3.13376987839103,,,,3.13376988170909,9.7383721036223
12/1969,,,,,,,,,,,,,,-8.08163265306123,1133.33333333333,-50,,0,,0,,,,-18.5672514619883,,,,0,31.25,,,,,,,,,,,104,100,110,-11.34751773049646,,,,,,-40.50632911392405,,,,,,,,,-6.80574555403556,-6.80574555403556,-10.61538461538461,-10.61538461538461,-10.47809428619024,-9.64034111976269,-9.99217731421121,-9.23076923076924,-9.23076923076924,-9.39302534793883,-9.39302534793883,-10.6612308723333,-10.6612308723333,-10.75357084222622,-10.75357084222622,-10.34930950446792,-10.34930950446792,-10.25351476483543,-10.25351476483543,-9.11039480874712,,-9.07877613619092,,-9.0018779581967,39.2508143322476,39.2508143322476,,11.6763565891473,,,,0,,,39.2508143322476,39.2508143322476,,11.6763565891473,,,,11.6763565852024,39.2508143165166
