,AF: Exports: Lead Time: Median Case,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: % of Total Goods Exports: The Arab World,OE Forecast: Australia: GDP: Nominal: USD: Consumption: Private,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Imports: Goods,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: % of Goods Imports: Manufactures,AF: Exports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Imports: % of Goods Imports: Food,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Commercial Service,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Goods,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: Goods by Reporting Economy,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico
03/2008,,,,,,,,,,,,,151009.4,,,0.018545,-0.001504,0.002171,-0.038809,,0.008403,,,,0.000034,,,-0.362363,0.000265,,0.001533,-0.000013,,0.002531,,0.000038,0.000006,,,,,,,,,,,,,0.002433,,0.000009,-11.19022,,,1.277771,,,,,,,,,,,,,,,,,0.077615,,,-0.038046,,0.000567,-0.705135,,,1.289315,,,,,,,,,,,,,,,,,,1.023
06/2008,,,,,,,,,,,,,157513.6,,,0.021437,-0.001297,0.002976,-0.05084,,0.008403,,,,0.007841,,0.027291,-0.537421,0.00022,,0.001533,-0.000017,,0.002847,,0.000032,0.000006,,,,,,,,,,,,,0.002433,,0.000009,-14.014957,,,1.507474,,,,,,,,,,,,,,,,,0.084974,,-0.000424,-0.038046,0.002566,0.000567,-0.705135,,,0.848256,,,,,,,,,,,,,,,,,,0.481
09/2008,,,,,,,,,,,,,149357.2,,,0.023196,-0.002464,0.002854,-0.036641,,0.008403,,,,0.008479,,0.009864,0.395539,0.000307,,0.001533,-0.000017,,0.002294,,0.000034,0.000006,,,,,,,,,,,,,0.002433,,0.00001,-11.297084,,,1.503132,,,,0.005235,,,,,,,,,,,,,0.092655,,,-0.038046,0.00372,0.000567,-0.705135,,,1.905403,,,,,,,,,,,,,,,,,,0.614
12/2008,,,,,21.78766739,15.24868308,35.21538438,,52.52408118,9.48429389,3.62951401,5.59359994,113452.3,5.78920253,,0.023001,-0.002067,0.003005,-0.022151,17.83340065,0.008403,,,,0.025655,0.6967564,,0.023634,0.000371,1.78684184,0.001533,-0.000018,,0.002945,0.5561898,0.000043,0.000006,,61697.80825164,,,10,74,0.00237097,77,5.45173678,8.6253359,64.76335883,,0.002433,,0.000009,-18.925038,13.85855304,5.01993925,1.163383,,0.42557686,,,3020,21.18528193,32.22530645,,11.30261181,44.26950439,18.48229258,657.3450619,19.29653059,17.3695294,19.29653059,,0.11004,,,-0.038046,,0.000567,-0.705135,0.14975463,19.94095678,0.986761,,,80.53953944,1234.01958262,6.95773533,540,0.39686944,0.84126731,3050.186101,556.332171,0.00190839,5.03313955,,34.61741964,1.35083077,71.25268889,71.25268889,0.39
03/2009,,,,,,,,,,,,,112923.5,,,-0.047274,,,-0.041765,,0.014181,0.000306,0.00005,,0.006944,,,-2.251304,0.000354,,0.000567,,-0.288618,0.002013,,0.003357,0.00081,,,,,,,,,,,,,,,,,,,0.160734,,,,,,,,,,,,,,,,,0.282753,,,,,,-0.000024,,,-1.932877,,,,,,,,,,,,,,,,,,0.135
06/2009,,,,,,,,,,,,,130591.2,,,-0.061419,,,-0.033377,,0.014181,0.000304,-0.165586,-0.294452,0.000055,,-0.026772,-1.734274,0.000223,,0.000567,,-0.288618,0.001564,,0.003035,0.00081,,,,,,,,,,,,,,,,,,,0.176234,,,,,,,,,,,,,,,,,0.247869,,,,,,-0.000024,,,-1.782884,,,,,,,,,,,,,,,,,,0.282
09/2009,,,,,,,,,,,,,144658.5,,,-0.064942,,,-0.053789,,0.014181,0.000179,0.001557,-0.611999,,,-0.054105,-1.463909,0.000206,,0.000567,,-0.288618,0.001471,,0.004527,0.00081,0.000011,,,,,,,,,,,,,,,,,,0.187483,,,,,,,,,,,,,,,,,0.267618,,,,,,-0.000024,,,-1.881045,,,,,,,,,,,,,,,,,,0.059
12/2009,,,,,27.05096311,0.03545725,30.05847597,,54.67931958,5.21767354,3.02193155,5.14488404,161087.7,5.27512261,,-0.10899,,,-0.059241,47.50938245,0.014181,0.000147,0.002287,-0.303171,0.000083,1.30620545,-0.218996,-2.194545,0.000226,0.66526021,0.000567,,-0.288618,0.001553,0.1505993,0.003745,0.00081,,60625.2687803,,0.006818,10,74,,77,8.69384372,9.00936967,57.92616317,,,,,,11.30885137,12.85019445,0.209521,,0.92045163,,0.009098,3336,22.08571163,16.66168867,,10.47866537,65.61282665,22.90132774,780.40967524,12.26600447,18.29361615,12.26600447,,0.204214,,,,,,-0.000024,0.32088511,12.35683718,-2.492922,,,83.57884188,1633.96925551,8.10347264,403,0.21632717,23.62490556,3377.331795,412.091834,0.00160183,7.55967305,0.1379768,18.04329652,2.19411491,64.84396243,64.84396243,0.066
03/2010,,,,,,,,,,,,,161593.8,,,0.012773,,,-0.134463,,0.000174,,0.000425,-1.01844,0.000428,,0.001738,-7.213259,,,0.009351,,-0.065973,0.001637,,0.000717,0.013326,0.001239,,,,,,,,,,,,,,,,,,0.097955,,,0.000052,0.000308,,,,,,,,,,,,,0.534662,,,-0.011718,,,0.008142,,,-7.541236,,,,,,,,,,,,,,,,,,0.098
06/2010,,,,,,,,,,,,,160621.6,,,0.015045,,,-0.1742,,0.000174,,0.000576,-0.864709,0.000012,,0.006378,-6.518239,,,0.009351,,-0.065973,0.001717,,0.000854,0.013326,,,,,,,,,,,,,,,,,,,0.109182,,,0.00006,,,,,,,,,,,,,,0.669238,,,-0.011718,,,0.008142,,,-6.523629,,,,,,,,,,,,,,,,,,0.118
09/2010,,,,,,,,,,,,,166440.5,,,0.014086,,,-0.285842,,0.000174,,,,0.000033,,0.000345,-5.804886,,,0.009351,,-0.065973,0.001314,,0.000736,0.013326,0.000014,,,,,,,,,,,,,,,,,,0.103189,,,0.000058,0.000084,,,,,,,,,,,,,0.78111,,,-0.011718,,,0.008142,,,-4.900701,,,,,,,,,,,,,,,,,,0.064
12/2010,2,,,,36.87497331,0.10257655,34.95080176,,40.04707097,7.03004575,3.25560141,5.45165923,184148.5,7.4708826,,0.01708,,,-0.349019,35.14249171,0.000174,,0.000758,-0.245293,0.023693,0.32497661,0.000152,-5.678577,,0.93829366,0.009351,,-0.065973,0.001184,0.43939427,0.001105,0.013326,,65395.81104365,,,10,74,,77,10.23135112,6.61137049,58.74696804,,,,,,21.11863354,11.47444072,0.113456,,3.01862877,0.000071,0.0002,5154,26.14956037,19.08305818,,10.56712617,60.07673205,20.45455467,1006.7958962,13.67113103,13.69184761,13.67113103,,0.678856,,,-0.011718,,,0.008142,0.53042159,16.49354189,-5.076093,,,82.71513112,2058.46125613,8.45448473,388,0.28199248,20.86020961,5208.227502,396.392531,0.00147631,10.76704557,0.27524454,19.62655879,3.64345264,54.66906565,54.66906565,0.075
03/2011,,,,,,,,,,,,,190830.4,,-0.001738,0.012113,,,-0.128501,,0.006969,,0.000558,,0.011046,,-0.009717,-1.529127,0.00022,,0.008526,0.002595,-0.00087,0.001541,,0.018328,0.004461,-0.024082,,,,,,,,,,,,,,,,,,0.020146,,,,,,,,,,,,,,,,,0.860024,,,-0.116967,,0.001056,-0.051894,,,-0.704925,,,,,,,,,,,,,,,,,,0.094
06/2011,,,,,,,,,,,,,204734.2,,-0.001867,0.013068,,,-0.122531,,0.006969,,0.001553,,,,0.012421,-6.802331,0.000238,,0.008526,0.002762,-0.00087,0.001618,,0.015246,0.004461,-0.018822,,,,,,,,,,,,,,,,,,0.021564,,,,,,,,,,,,,,,,,0.994418,,,-0.116967,,0.001056,-0.051894,,,-5.882919,,,,,,,,,,,,,,,,,,0.039
09/2011,,,,,,,,,,,,,204286.3,,-0.001782,0.008931,,,-0.124607,,0.006969,,0.000052,-0.340372,0.002779,,0.006981,-2.428615,0.00021,,0.008526,0.002738,-0.00087,0.001238,,0.015401,0.004461,-0.036251,,,,,,,,,,,,,,,,,,0.020426,,,,,,,,,,,,,,,,,1.119789,,,-0.116967,,0.001056,-0.051894,,,-1.676125,,,,,,,,,,,,,,,,,,0.11
12/2011,,,,,27.90496396,0.09720912,38.70417558,,39.1451752,8.23074641,3.91704059,5.64737437,198784.3,8.94297894,-0.002087,0.009341,,,-0.113408,42.92415275,0.006969,,,,0.009798,0.48016775,-0.006483,-0.818087,0.000207,1.35467749,0.008526,0.002746,-0.00087,0.001115,0.93253529,0.01932,0.004461,-0.017408,70389.98858177,,,10,74,,77,16.57407998,11.00488794,50.13882931,,,,,,15.00316819,9.43618801,0.021879,,1.63076251,,,6515,20.80894693,13.72035106,,10.10949072,64.11601442,23.17759998,1486.03388579,14.97782953,14.02927132,14.97782953,,1.110298,,,-0.116967,,0.001056,-0.051894,0.19307293,11.12327451,0.235579,,,77.38426114,2519.37101219,7.15206604,376,0.27366175,34.77309427,6566.320928,386.646122,0.00142559,12.8790088,0.30578639,14.1181152,3.38010451,64.9415444,64.9415444,0.063
03/2012,,,,,,,,,,,,,211296.8,,,0.021404,,,-0.036714,,0.000795,,0.001723,,0.000027,,0.041578,,0.001216,,0.004317,0.00239,,0.001803,,0.005326,0.006021,,,-0.009093,,,,,,,,,,,,,,,,0.054579,,,,,,,,,,,,,,,,,0.135526,,,0.004476,,0.001341,0.005826,,,0.753851,,,,,,,,,,,,,,,,,,0.496
06/2012,,,,,,,,,,,,,205443.5,,,0.018055,,,-0.033772,,0.000795,,0.000771,-0.168167,0.004319,,0.000373,,0.001228,,0.004317,0.002507,,0.001892,,0.004955,0.006021,,,-0.009093,,,,,,,,,,,,,,,,0.057226,,,,0.665887,,,,,,,,,,,,,0.135272,,,0.004476,,0.001341,0.005826,,,0.843946,,,,,,,,,,,,,,,,,,0.124
09/2012,,,,,,,,,,,,,213562.3,,,0.015277,,,-0.050859,,0.000795,,0.000747,,,,0.000926,,0.001101,,0.004317,0.002526,,0.001448,,0.00565,0.006021,0.000128,,-0.009093,,,,,,,,,,,,,,,,0.055912,,,,,,,,,,,,,,,,,0.169696,,,0.004476,,0.001341,0.005826,,,0.407817,,-0.000489,,,,,,,,,,,,,,,,0.156
12/2012,5,,,,13.08923444,48.44146025,47.48616362,,17.43722277,10.83357268,0.01955207,0.65117339,214924,7.78552492,,0.020224,,,-0.055437,2.73445495,0.000795,,,,0.049222,1.54743483,0.006085,,0.001415,1.02820919,0.004317,0.002569,,0.001305,0.00355515,0.00605,0.006021,0.000246,73810.88858379,-0.009093,,10,74,,77,6.04185193,9.60875211,56.44000514,,,,,,0.48885091,8.43306573,0.054409,,1.59167379,,,9069,14.24089446,6.57396431,,9.87104758,21.68466682,27.64709535,1737.89088357,15.63297846,4.27602338,15.63297846,,0.19045,,,0.004476,,0.001341,0.005826,0.00628825,11.15484356,0.823434,,0.013596,73.76163178,1755.00562729,1.20493394,429,,24.4565675,6404.120895,316.33203,0.00203836,0.23660447,,16.96401615,5.79604343,85.70379326,85.70379326,0.498
03/2013,,,,,,,,,,,,,214534.3,,,0.018543,,,-0.073043,,-1.699014,0.002446,0.004492,,0.00331,,0.002116,,0.000052,,0.005925,0.002468,,0.001683,,-0.00536,0.008175,,,,,,,,,,,,,,,,,,,-0.023749,,,,,,,,,,,,,,,,,0.167162,,,0.10422,,,0.006792,,,-1.076282,,0.000045,,,,,,,,,,,,,,,,0.343
06/2013,,,,,,,,,,,,,214977,,,0.016316,,,-0.070748,,-1.699014,0.000598,0.007211,,0.006438,,0.01797,,0.000046,,0.005925,0.002425,,0.001766,,-0.006128,0.008175,,,,,,,,,,,,,,,,,,,-0.032057,,,,,,,,,,,,,,,,,0.143855,,,0.10422,,,0.006792,,,-0.825464,0.001314,,,,,,,,,,,,,,,,,0.605
09/2013,,,,,,,,,,,,,214960,,,0.015421,,,-0.083995,,-1.699014,0.001025,0.000046,,0.006793,,0.046182,,0.000045,,0.005925,0.002294,,0.001352,,-0.005792,0.008175,0.000862,,,,,,,,,,,,,,,,,,-0.021102,,,,0.018494,,,,,,,,,,,,,0.161374,,,0.10422,,,0.006792,,,-0.737329,,,,,,,,,,,,,,,,,,0.625
12/2013,,,,,18.63635429,76.60772457,44.10766082,,13.6385048,26.074387,0.01400817,0.32918046,215235.8,8.33564317,,0.015881,,,-0.110194,0.0754055,-1.699014,0.000268,,,0.009537,0.98744776,0.091721,,0.000049,0.83030925,0.005925,0.002549,,0.001218,0.01067867,-0.006786,0.008175,0.000261,77447.73564939,,,10,81,,85,8.85529313,8.7050344,63.15225399,,,,,,0.32571501,11.13307407,-0.025775,,5.3598082,,0.020753,8554,2.5009996,6.9994467,,12.82041855,10.01889507,15.17203433,1495.42664139,10.87238076,7.54684015,10.87238076,,0.160627,,,0.10422,0.110693,,0.006792,0.00334693,1.5938208,-0.840787,,,48.01263306,800.12189929,2.93470394,515,,16.98009586,8580.252554,384.481202,0.00156549,0.03699223,,14.21933585,17.20794554,78.42737628,78.42737628,0.368
03/2014,,,,,,,,,,,,,215599.3,,,0.017816,0.000138,,,,0.000054,0.004135,,,0.007257,,,,,,0.006009,0.00241,,0.001907,,-0.004287,0.001347,0.000058,,,,,,,,,,,,,,,,,,0.031616,,,,0.00085,,,,,,,,,,,,,0.001813,,,0.005478,0.001053,,0.000024,,,0.460862,,,,,,,,,,,,,,,,,,0.401
06/2014,,,,,,,,,,,,,216222.7,,,0.014203,0.000109,,,,0.000054,0.00106,0.000349,,0.001518,,0.01136,,,,0.006009,0.002704,,0.002001,,-0.004456,0.001347,0.003084,,,,,,,,,,,,,,,,,,0.037083,,,,,,,,,,,,,,,,,0.001705,,,0.005478,,,0.000024,,,0.707429,,,,,,,,,,,,,,,,,,0.638
09/2014,,,,,,,,,,,,,216900.6,,,0.015688,0.000117,,,,0.000054,0.000844,0.000065,,0.000351,,0.032581,,,,0.006009,0.002919,,0.001531,,-0.003663,0.001347,0.020816,,,,,,,,,,,,,,,,,,0.036565,,,,0.000513,,,,,,,,,,,,,0.001819,,,0.005478,0.0002,,0.000024,,,0.91457,,,,,,,,,,,,,,,,,,0.807
12/2014,,511,344,48,14.00336815,44.21970527,40.51282088,,14.49562375,11.2544976,0.01558656,0.20621077,217380.3,19.42730338,,0.014555,0.000114,,,0.06582774,0.000054,0.000509,0.000019,0.000141,0.002021,1.37838969,0.281381,,,0.62530359,0.006009,0.003012,,0.001379,0.00295164,-0.004054,0.001347,0.003615,81510.54348721,,0.009226,10,86,,91,10.17681229,14.90050861,49.52191326,,,,,,0.45205472,7.84999059,0.036128,,3.69762955,,,7729,4.16486531,8.40791839,243,16.35761423,32.98891354,23.94366022,1344.37897473,18.62651588,9.51326057,18.62651588,,0.001927,,,0.005478,0.022772,0.022282,0.000024,0.02205266,13.47077812,0.802158,,,65.09916296,1245.1161925,4.30392031,570,,19.33986983,7707.265928,426.559199,0.00159837,0.04752302,,14.72193646,8.74583083,81.69111317,81.69111317,0.418
03/2015,,,,,,,,,,,,,217450.1,,,0.013066,,,-0.005932,,-0.26388,0.000161,0.000241,,0.001614,,,-1.624256,,,0.009318,0.002546,,0.00223,,0.00581,0.002019,-0.053443,,-0.000183,,,,,,,,,,,,,,,,0.165687,-0.002037,,0.001712,,,,,,,,,,,,,,,-0.036101,0.006384,-0.020358,,,-0.060624,,,-1.342687,,,,,,,,,,,,,,,,,,0.526857
06/2015,,,,,,,,,,,,,217353.9,,,0.014845,,,-0.004311,,-0.26388,0.000219,,,0.03074,,0.006641,-2.41596,,,0.009318,0.002488,-0.01747,0.00234,,0.006035,0.002019,-0.041024,,-0.000183,0.00129,,,,,,,,,,,,,,,0.183667,-0.002037,,0.001469,0.015357,,,,,,,,,,,,,,-0.027091,0.006384,-0.020358,0.000066,,-0.060624,,,-1.856268,,,,,,,,,,,,,,,,,,0.732
09/2015,,,,,,,,,,,,,217249.9,,,0.014889,,,-0.005695,,-0.26388,0.00002,,0.000315,0.001401,,0.002169,-3.099586,,,0.009318,0.002631,-0.017498,0.001791,,0.004312,0.002019,-0.01437,,-0.000183,,,,,,,,,,,,,,,,0.176798,-0.002037,,0.001589,0.000189,,,,,,,,,,,,,,-0.023323,0.006384,-0.020358,0.000072,,-0.060624,,,-1.992805,,,,,,,,,,,,,,,,,,1.30643
12/2015,,511,344,48,20.86074646,0.06946867,41.66350318,3.45045601,48.45610854,5.10050418,4.36897872,7.64561493,218180.3,23.38914066,,0.013623,,,-0.007074,23.15648147,-0.26388,0.00008,0.002046,0.00059,0.001001,0.45157212,0.002865,-3.147792,,0.95346246,0.009318,0.002596,-0.001254,0.001612,1.00484341,0.008268,0.002019,-0.026505,84536.45969998,-0.000183,,,,,,14.73455453,9.94281252,62.0808331,,,,,,9.19582403,8.2522596,0.184074,-0.002037,2.00762826,0.00169,0.004339,7723,13.85397428,16.50011197,243,11.50802956,66.96003102,11.67658281,999.27898991,19.11652603,19.22712359,19.11652603,,,-0.029198,0.006384,-0.020358,,-0.016437,-0.060624,0.19711113,19.21245435,-2.53469,0.000028,0.001562,74.15255683,734.97401942,7.58928116,571,0.26544978,21.20918791,7750.711594,581.610314,0.00137085,14.79906597,1.06525273,15.86260327,10.80412648,71.54860153,71.54860153,0.813052
03/2016,,,,,,,,,,,,,219174.8,,,0.012089,,0.000196,-0.005815,,,0.000051,0.001501,,0.005782,,0.005591,-0.549601,0.001642,,0.000104,0.002284,,0.002112,,0.005112,0.001854,-0.001605,,,,,,,,,,,,,,,,,,0.011838,,,,,,,,,,,,,,,,,,,,-0.179836,0.000423,,-0.032638,,,0.08781,,,,,,,,,,,,,,,,,,0.813
06/2016,,,,,,,,,,,,,221592.4,,,0.010779,,0.000209,-0.004466,,,0.000084,0.000561,,0.001033,,0.000081,-0.543047,0.001796,,0.000151,0.002512,,0.002216,,0.005186,0.001854,0.008069,,,0.008196,,,,,,,,,,,,,,,0.012473,,,,,,,,,,,,,,,,,,,,-0.06298,0.000507,,,,,-0.450295,,,,,,,,,,,,,,,,,,0.119
09/2016,,,,,,,,,,,,,224036.5,,,0.012345,,0.000207,-0.005753,,,0.000127,0.000101,,0.008684,,0.017804,-0.688341,0.001675,,,0.002574,,0.001696,,0.004566,0.001854,0.001199,,,,,,,,,,,,,,,,,,0.013874,,,,,,,,,,,,,,,,,,,,-0.140701,0.00013,,,,,-0.340551,,0.014976,,,,,,,,,,,,,,,,0.434
12/2016,,453,344,48,12.54840722,0.07720817,36.8234867,,56.91887522,9.40352663,3.26983618,3.92067599,226507.5,19.33667801,,0.013649,,0.000219,-0.009391,26.07407728,,0.005086,,,0.001733,0.64624882,0.008387,-0.577949,0.001984,0.38207535,0.002509,0.00289,,0.001527,0.73586417,0.005695,0.001854,0.006695,88261.67341425,,0.00533,,,,,8.91850387,6.33884773,69.60218665,,,,,,5.39969613,5.21688945,0.013541,,0.90349746,,,6534,10.39166314,24.59756907,228,12.87061302,68.84399713,8.60869647,886.85478495,20.68713156,23.55999801,20.68713156,,,0.004717,,-0.406299,0.000081,,,0.15103264,22.54634502,-0.276716,0.026614,,71.45649834,380.87566782,3.82877748,596,0.56541431,15.42791866,6558.908527,615.046999,0.00122771,16.35910922,1.12452209,6.56171478,12.80112731,83.62158759,83.62158759,0.624
03/2017,,,,,,,,,,,,,229005.5,,,0.012769,,,-0.008359,,,0.000438,0.032174,,0.010608,,,-0.801111,0.000035,,0.003862,0.002522,0.063938,0.001998,,0.000561,0.002866,0.003674,,,0.002653,,,,,,,,,,,,,,,0.022612,-0.000201,,,,,,,,,,,,,,,,,,0.008694,-0.22999,,,,,,-0.913114,-0.530808,,,,,,,,,,,,,,,,,0.517
06/2017,,,,,,,,,,,,,231531.1,,,0.013065,,,-0.007481,,,0.000142,0.033015,,-1.094664,,,-0.807093,0.00003,,0.000867,0.002774,0.005751,0.001955,,0.000547,0.002631,0.00123,,,0.003543,,,,,,,,,,,,,,,0.021079,-0.000201,,,,,,,,,,,,,,,,,,0.008694,-0.422326,,,,,,-2.294678,-0.531495,0.0214,,,,,,,,,,,,,,,,0.511
09/2017,,,,,,,,,,,,,234084.7,,,0.013895,,,-0.009304,,,0.000284,-0.077861,,0.003712,,0.238689,-0.407569,0.000034,,0.000037,0.002396,0.000012,0.00184,,0.000428,0.007561,0.065242,,,0.000808,,,,,,,,,,,,,,,0.019436,-0.000201,,,,,,,,,,,,,,,,,,0.008694,-0.116659,,,-0.8193,,,-0.919846,-0.515143,0.001043,,,,,,,,,,,,,,,,0.708
12/2017,,453,344,48,8.4665128,0.08576495,41.40301764,,,15.16474154,3.87165209,13.56266311,236666.5,21.37404,,0.014108,,,-0.015432,23.49557016,,0.000091,-0.179741,,0.003623,0.36689416,0.007687,-0.188544,0.000049,0.5157397,0.000065,0.001785,0.00022,0.00134,0.22480174,0.000676,0.002575,0.005709,93865.70914106,,,,,,,11.22910474,3.69508543,69.4844314,,,,,,2.17148235,4.91261592,0.023935,-0.000201,0.49978066,,0.000616,7580,10.75265572,,228,12.87952721,72.18606167,6.40693666,1053.67525724,16.97551766,,16.97551766,,,,0.008694,-0.076187,,,-0.324994,0.17219484,26.91945492,-0.140523,-0.531495,0.001765,80.50321475,252.88684946,12.77528984,780,,,6804.744439,850.37684,0.0008388,,,,0.63695827,78.75735856,78.75735856,1.127
03/2018,,,,,,,,,,,,,239276.4,,,0.016657,,,-0.006174,,,0.000226,-0.118423,,0.004572,,,-0.983402,,,0.004456,0.001421,0.000218,0.001193,,0.00074,0.000111,0.003235,,,,,,,,,,,,,,,,,,0.022147,-0.000201,,,,,,,,,,,,,,,,,,0.008694,-0.41616,,,-0.653874,,,-0.528592,-0.531495,0.002525,,,,,,,,,,,,,,,,2.160693
