,AF: Exports: Lead Time: Median Case,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Imports: % of Total Goods Imports: Residual,AF: Goods Trade: % of GDP,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Imports: % of Total Goods Imports: The Arab World,AF: Exports: % of Total Goods Exports: The Arab World,OE Forecast: Australia: GDP: Nominal: USD: Consumption: Private,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,World: Gross Domestic Product (GDP): Value: 2010 Exchange Rates: USD,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: Lead Time,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Imports: Lead Time,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Imports: Goods,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: % of Goods Imports: Manufactures,AF: Exports: Lead Time: Documentary Compliance,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,"AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Imports: Commercial Service,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Imports: % of Goods Imports: Food,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services",AF: Exports: Commercial Service,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: Goods,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: Goods by Reporting Economy,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico
03/1981,,,,,,,,,,,,,25085.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3874416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1981,,,,,,,,,,,,,25568.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07405916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1981,,,,,,,,,,,,,26610.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37314422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1981,,,,,0.02711102,67.85136543,45.41811807,,,,0.00184667,3.01104656,27335.62,0.00867934,,,,,,,,,,,,,,,,,,,,,,,,,12285.85787309,,,,,,,1.5037594,,75.56390977,3.25335502,,,,,,0.02711102,,,,,,886,26.61915807,,,8.39598997,0.2182761,14.53634085,159.6,5.31120041,,5.31120041,,,,,,,,,,0.20959676,,,,43.20987654,8.1,17.04389634,694,,,541.516,638.117,66.55879721,,,,56.79012346,16.37019543,16.37019543,
03/1982,,,,,,,,,,,,,26783.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24184291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/1982,,,,,,,,,,,,,27007.33,,,,,,,,,,,,0.00236116,,,,,,,,,,,,,,,,,,,,,,,,2.9203562,,0.00704545,,,,,,,,,,,,,,,,,,,,,,,0.00382302,,,,,,,,0.01322963,,,,,,,,,,,,,,,,,,
09/1982,,,,,,,,,,,,,26094.3,,,,,,,,,0.00727273,,,0.00221977,,,,,,,,,,,,,,,,,,,,,,,,2.25448701,,0.00704545,,,,,,,,,,,,,,,,,,,,,,,0.00362324,,,,,,,,0.02016119,,,,,,,,,,,,,,,,,,
12/1982,,,,,1.71174562,2.07560219,,,,,0.37581796,4.48061554,26158.9,0.0124082,,,,,,0.01366611,,,,,0.00204152,0.00033938,,,,0.00932314,,,,,,,,,13033.10852106,,,,,,,1.39500734,,81.8722467,3.09068727,,0.00704545,,,,0.19069021,,,1.51139288,,,962,83.22864505,,,9.0969163,3.08386588,7.63582966,136.2,11.61188688,,11.61188688,,,0.00466134,,,,,,,3.05779157,0.01374831,,,66.66666667,4.5,57.7139648,708,,,321.9643908,200.8983679,7.57421004,,,,33.33333333,33.00007954,33.00007954,
03/1983,,,,,,,,,,,,,26526.91,,,,0.00817751,,0.00090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24184291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00817751,,,,,,,,,,,,,,,,,,
06/1983,,,,,,,,,,,,,24942.16,,,,0.00780392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9203562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00780392,,,,,,,,,,,,,,,,,,
09/1983,,,,,,,,,,,,,25676.34,,,,0.00780185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25448701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00780185,,,,,,,,,,,,,,,,,,
12/1983,,,,,0.43815884,1.09102252,,,,,0.28302481,2.94957248,27146.36,0.00911467,,,0.00963874,,,0.03543065,,,,,,0.00046523,,,,,,,,,,,,,13880.42584828,,,,,,,1.83923706,,81.60081744,3.09068727,,,,,,0.27904941,,,0.1586442,,,1064,85.84598333,,,9.06675749,3.02072011,7.49318801,146.8,10.04227404,,10.04227404,,,,,,,,,,2.97617479,0.00963874,,,73.33333333,6,74.36959196,729,,,372.5587632,195.4058226,7.79641359,,,,26.66666667,17.3958356,17.3958356,
03/1984,,,,,,,,,,,,,28505.58,,,,,,,,0.00909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5660272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00909091,,,,,,,,,,,,,,,,,,
06/1984,,,,,,,,,,,,,27949.41,,,,,,,,,,,,,,,-0.022,,,,,,,,,,,,,,,,,,,,,3.21239182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,,,,,,,,,,,,,,,,,,
09/1984,,,,,,,,,,,,,26033.45,,,,,,,,,0.00363636,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47993571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00363636,,,,,,,,,,,,,,,,,,
12/1984,,,,,3.3879432,7.54443321,,,,,0.26570831,1.94802324,26808.96,0.01383727,,,,,,0.00841565,,0.00363636,,,,2.93189792,,,,,,,,,,,,,14957.85039589,,,,,,,1.2993763,,84.1995842,3.39975599,,,,,,0.16676047,,,0.28928481,,,1390,78.5761317,,,9.35550936,2.96492501,5.14553015,192.4,10.91451007,,10.91451007,,,,,,,,,0.00561043,2.93706166,0.00363636,,,93.44262295,12.2,63.51402969,633,,,392.1265991,175.982593,13.10362742,,,,6.55737705,19.99439969,19.99439969,
03/1985,,,,,,,,,,,,,24520.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.72984773,,,,,,,0.02727273,,,,,,,,,,,,,,,,,,,,,,,,,,0.02727273,,,,,,,,,,,,,,,,,,
06/1985,,,,,,,,,,,,,22690.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.72984773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1985,,,,,,,,,,,,,24699.72,,,,,,,,,0.00818182,,,,,,-0.011,,,0.16,,,,,,,,,,,,,,,,,,-1.72984773,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22718182,,,,,,,,,,,,,,,,,,
12/1985,,,,,0.70307552,9.05030351,,,,,0.53888544,2.48316612,24985.6,0.14862715,,,,,,0.03611988,,0.0030303,,,,0.34237054,,,,0.14862785,,,,,,,,,16079.85221165,,,,,,,1.06595603,,82.5649567,-0.76926119,0.04454545,,,,,0.06434462,,,0.1477325,,,1194,75.39341687,,,9.17388408,7.06419413,7.1952032,150.1,8.49208549,,8.49208549,,,,,,,,,0.00277845,6.87666866,0.04757576,,,95.90643275,17.1,56.99077333,567,,,395.9039087,203.0697316,25.25645008,,,,4.09356725,17.04970107,17.04970107,
03/1986,,,,,,,,,,,,,25721.72,,,,,,,,,,,,,,,-0.099,,,,,,,,,,,,,,,,,,,,,1.18256427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,,,,,,,,,,,,,,,,,,
06/1986,,,,,,,,,,,,,27011.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72901965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/1986,,,,,,,,,,,,,24332.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67957371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1986,,,,,0.07672453,11.12332199,,,,,0.33103977,8.52130104,25875.73,0.0385934,,,,,-0.0011,0.26165075,,,,,,,,,,,,,,,0.00078164,,,,17055.10909677,,,,,,,,,86.34723788,0.94543269,,,,,,0.07672453,,,,,,1404,65.38220613,,,9.59413754,15.44161649,4.05862458,177.4,8.05285539,,8.05285539,,,,,,,,,0.0165835,15.12400721,,,,,0.7,48.23444888,552,,,596.9789963,166.3058519,5.36096006,,,,,46.32786654,46.32786654,
03/1987,,,,,,,,,,,,,27372.48,,,,,,,,,,,,,,,-0.0156745,,,,,,,,,,,,,,,,,,,,,5.35781438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0156745,,,,,,,,,,,,,,,,,,
06/1987,,,,,,,,,,,,,29837.63,,,,,,,,,0.00939394,,,,,,-0.02454992,,,,,,,,,,,,,,,,,,,,,1.63889653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01515598,,,,,,,,,,,,,,,,,,
09/1987,,,,,,,,,,,,,30778.46,,,,,,,,,0.02363636,,,,,,-0.03159815,,,,,,,,,,,,,,,,,,,,,-1.63465909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00796179,,,,,,,,,,,,,,,,,,
12/1987,,,,,0.16581433,8.72699793,,,,,0.25303854,5.95916057,31063.28,0.00352205,,,,,,0.50702731,,0.01181818,,,,0.0482293,,-0.02717743,,,,,,,0.0011916,,,,18146.4752466,,,,,,,,,80,-1.63465909,,,,,0.02758234,0.06296118,,,0.02704151,,,996,69.52117231,,,8.88888889,13.8623837,11.11111111,152.1,7.88944606,,7.88944606,,,,,,,,,0.01453263,13.33611011,-0.01535925,,,,2,50.34209373,512,,,681.2256291,336.1834509,14.07795078,,,,,35.41414115,35.41414115,
03/1988,,,,,,,,,,,,,32763.1,,,,,,0.01003857,,,,,,,,,-0.18947971,,,,,,,,,,,,,,,,,,,,,-1.15943182,,0.00025,0.00035354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09056954,,,,,,,,,,,,,,,,,,0.09830664
06/1988,,,,,,,,,,,,,35986.56,,,,,,,,,0.02772411,,,,,,-0.24980733,,,,,,,,,,,,,,,,,,,,,-1.15943182,,0.00025,0.00035354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10102988,,,,,,,,,,,,,,,,,,0.12044981
09/1988,,,,,,,,,,,,,38239.37,,,,,,,,,,,,,,,-0.27606259,,,,,,,,,,,,,,,,,,,,,-1.15943182,,0.00025,0.00035354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13974164,,,,,,,,,,,,,,,,,,0.13571742
12/1988,,,,,0.85773741,5.69258017,,,,,0.32598681,2.50212627,41339.19,0.00713061,,,,,,0.49494844,,0.01477273,,,,0.05046511,,-0.24165036,,0.30497767,,,,,0.00031459,,,,19679.85986021,,,,,,,,,86.21716287,-1.15943182,0.03454545,0.00025,0.00035354,,0.06620292,0.3619093,,,0.07418241,,,900,73.21421966,,,9.57968476,8.03881185,4.20315236,114.2,13.05438832,,13.05438832,,,,,,,,,0.18266953,7.35374868,-0.04930251,,,,0.3,50.86737133,395,,,524.499078,175.0815359,32.17103757,,,,,16.10385369,16.10385369,0.14242613
03/1989,,,,,,,,,,,,,42999.25,,,,,,,,,,,,-0.01176785,,,-0.22654532,,,,,0.00170097,,,,,,,,,,,,,,,,0.44033864,,,0.00020202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24965246,,,,,,,,,,,,,,,,,,-0.01324228
06/1989,,,,,,,,,,,,,40705.13,,,,,,,,,0.02379271,,,-0.0131587,,,-0.25694925,,,,,0.00210607,,,,,,,,,,,,,,,,0.44033864,,,0.00020202,,,,,,,,,,,,,,,,,,,,,,,,-0.02849,,,,,,-0.28720542,,,,,,,,,,,,,,,,,,-0.01470827
09/1989,,,,,,,,,,,,,41124.7,,,,,,0.00321782,,,0.03005703,,,-0.00893683,,,-0.17726501,,,,,0.00224426,,,,,0.00090909,,,,,,,,,,,1.71590575,0.01107338,0.00032055,0.00058798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01013233,,,,,,,,,,,,,,,,,,0.1511419
12/1989,,,,,0.50734221,3.50957484,,,,,0.42196964,3.09866893,42940.48,0.00785425,,,,,,0.82987762,0.00527893,0.01625,,,-0.01218409,0.02042875,,-0.23317366,,0.12300035,,,0.00163603,,0.00035342,,,,21337.38627608,,,,,,,,,85.89637306,0.44033864,,,0.00020202,,0.04403829,0.13288442,,,0.1869904,,,822,78.18711818,,,9.54404145,6.36233833,4.55958549,96.5,11.94096865,,11.94096865,,,,,-0.0053625,,,,0.24071983,5.28353322,-0.24059141,,,,0.7,55.86738207,236,,,425.807716,174.7400241,33.52784556,,,,,10.09743017,10.09743017,-0.01323813
03/1990,,,,,,,,,,,,,43264.43,,,,,,,,,0.00068182,,,-0.00259091,,,-0.19509204,,,,,-0.00096099,,,,,,,,,,,,,,,,0.14911818,0.00227273,,0.00031987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39529076,,,,,,,,,,,,,,,,,,-0.19992123
06/1990,,,,,,,,,,,,,44408.38,,,,,,,,,0.00068182,,,-0.00747198,,,-0.24965525,,,,,-0.00101959,,,,,,,,,,,,,,,,-1.15608182,,,0.00031987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39819556,,,,,,,,,,,,,,,,,,-0.14105044
09/1990,,,,,,,,,,,,,47275.61,,,,,,,,,0.00068182,,,-0.01093609,,,-0.26276967,,,,,-0.00112045,,,,-0.00273455,0.02181818,,,,,,,,,,,,0.00090909,,0.00031987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45289778,,,,,,,,,,,,,,,,,,-0.19906597
12/1990,,,,,3.37505675,2.03913568,,,,,0.42062135,3.72789287,46406.76,0.00076606,,,,,,0.32843118,0.01452599,0.00068182,,,-0.01080102,0.11127454,,-0.23738304,,0.55341378,,,-0.00129897,,0.00036109,,,,23125.11146297,,,,,,,,,,,,,0.00031987,,1.38560209,0.92058254,,,0.4041838,,,936,75.04685616,,,,8.38710369,,,14.52690447,,14.52690447,,,,,,,,,0.51686025,7.54068512,-0.46901772,,,,,60.95842954,235,,,479.27849,131.0884023,21.46918589,,,,,14.19732782,14.19732782,-0.23506236
03/1991,,,,,,,,,,,,,46498.2,,,,,,0.0003742,,,0.00181818,0.00372222,,,,,-0.18149263,,,,,,,,,0.00092045,0.00658593,,,-0.0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16844584,,,,,,,,,,,,,,,,,,
06/1991,,,,,,,,,,,,,46437.77,,,,,,-0.00037477,,,0.00181818,0.00533426,,,,,-0.20328754,,,,,,,,,,0.01241002,,,-0.0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18372509,,,,,,,,,,,,,,,,,,
09/1991,,,,,,,,,,,,,48111.82,,,,,,0.01901946,,,0.00181818,0.00458901,,,,,-0.17277931,,,,,,,,,,0.01252767,,,-0.0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15384444,,,,,,,,,,,,,,,,,,
12/1991,,,,,1.38997599,2.41335473,,,,,0.40147282,2.3284295,48635.88,0.01567659,,,,,,0.22416763,,0.00181818,0.00511905,,,0.0102596,,-0.17724053,,0.00992679,,,,,0.04917074,,0.00581818,0.01302184,24035.27060597,,-0.0539,,,,,,,,,,,,,0.13706387,0.48344637,,,0.74927935,,,443,79.98318768,,,,10.69259738,,,6.9108602,,6.9108602,,,,,,,,,0.16582943,10.23775299,-0.15146327,,,,,80.07347248,189,,,443.105908,189.0293267,10.63788716,,,,,7.89866437,7.89866437,
03/1992,,,,,,,,,,,,,47347.91,,,,,,0.00001854,,0.01384856,0.00068182,0.00270023,,,,0.02,-0.0038317,,,,,-0.00637585,,,,,,,,-0.05929,,,,,,,,,0.00005106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00207599,,,0.0291501,,0.00149678,,,,,,,,,,,,,,,,
06/1992,,,,,,,,,,,,,48149.13,,,,,,0.00001738,,,0.00068182,0.00270023,,,,,-0.00421536,,,,,-0.00661097,,,,,,,,-0.05929,,,,,,,,,0.00005769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00242059,,,-0.00496601,,0.00192871,,,,,,,,,,,,,,,,
09/1992,,,,,,,,,,,,,46793.72,,,,,,0.00002118,,0.00008749,0.00068182,0.00270023,,,,0.76454545,-0.00464338,,,,,-0.00682167,,,,,,,,-0.05929,,,,,,,,,0.00006093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00272991,,,0.75934078,,0.00245781,,,,,,,,,,,,,,,,
12/1992,,,,,2.35594219,0.76415773,,,,,0.36900518,3.40863837,45108.02,0.01657274,,,,,0.00002154,0.27621226,0.00185198,0.00068182,0.00270023,,,0.2386528,0.18272727,-0.00490955,,0.01159734,,,-0.00659151,,0.06007719,,,,25025.06474284,,-0.05929,,,,,,,,,0.00005758,,,,,0.49034618,,,1.61534587,,,398,72.91519148,,,,12.02468536,,,14.29596544,,14.29596544,,,,,,,,0.00277351,0.01104849,11.66077468,0.17929133,,0.0027529,,,85.16068391,181,,,398.2444451,181.3190225,6.22752797,,,,,6.25584593,6.25584593,
03/1993,,,,,,,,,,,,,44739.45,,,,,0.00039487,0.00062593,,0.00000706,,,,,,0.09636364,-0.01821122,,,,,-0.01531591,,,,,,,,-0.0705551,,,,,,,,,,,0.00023788,,,,,,,,,,,,,,,,,,,,,,,,-0.05993562,,,,,,0.00354069,,0.00000151,,,,,,,,,,,,,,,,
06/1993,,,,,,,,,,,,,45856.19,,,,,0.00039487,0.00062593,,0.00217839,,,,,,0.13545455,-0.01811911,,,,,-0.01531591,,,,,,,,-0.0705551,,,,,,,,,,,0.00023788,,,,,,,,,,,,,,,,,,,,,,,,-0.07250123,,,,,,0.03232942,,0.00000151,,,,,,,,,,,,,,,,
09/1993,,,,,,,,,,,,,44299.47,,,,,0.00039487,0.00062593,,0.00081227,,,,,,0.00818182,-0.02032374,,,,,-0.01531591,,,,,,,,-0.0705551,,,,,,,,,,,0.00023788,,,,,,,,,,,,,,,,,,,,,,,,-0.07246537,,,,,,-0.09847819,,0.00000151,,,,,,,,,,,,,,,,
12/1993,,,,,91.86925818,0.53756631,,,,,0.34575758,0.20440713,45117.32,0.00927534,,,,0.00039487,0.00062593,14.06778034,0.00175917,,,,,0.07564408,-0.16890909,-0.01924592,,0.00089627,,,-0.01531591,,0.06127206,,,,26075.34992851,,-0.0705551,,,,,,,,,,,0.00023788,,91.13971754,0.13829738,,,0.51470291,,,465,62.19137565,,,,26.53280756,,,10.73825048,,10.73825048,,,,,-0.06789778,,,,0.03029538,12.36418443,-0.26897679,,0.00000151,,,5.36831448,688,,,464.7572569,688.1127316,1.06606363,,,,,1.69636371,1.69636371,
03/1994,,,,,,,,,,,,,48220.29,,,,,,,,0.00166106,0.00218659,,,-0.0264,,0.11818182,-0.03983793,,,0.0005449,,0.00028182,,,,,,,,-0.08396057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05661826,,0.00025024,,,,,,,,,,,,,,,,
06/1994,,,,,,,,,,,,,49969.45,,,,,,,,0.0023813,0.00218659,,,0.001,,0.01363636,-0.0511915,,,0.00055004,,0.00028182,,,,,,,,-0.08396057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03115539,,0.00025024,,,,,,,,,,,,,,,,
09/1994,,,,,,,,,,,,,52165.8,,,,,,,,0.00320279,0.00218659,,,0.001,,,-0.0553642,,,0.00060489,,0.00028182,,,,0.00009318,,,,-0.08396057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04799493,,0.00025024,,,,,,,,,,,,,,,,
12/1994,,,,,24.99514239,0.52937463,,,,,0.50477682,1.22043669,54033.83,0.02279692,,,,,,11.24804208,0.00303498,0.00218659,,,0.007,0.0138622,,-0.04830637,,0.03289468,0.000582,,0.00028182,,0.08668655,,,,27842.58279236,,-0.08396057,,,,,,,,,,,,,10.18313365,0.32318836,,,14.4420635,,,391,60.27425076,,,,26.34204965,,,12.85432496,,12.85432496,,,,,,,,,0.062199,14.9223251,-0.03522098,,0.00025024,,,34.56471583,105,,,390.8422878,104.6038069,28.87869976,,,,,11.56144203,11.56144203,
03/1995,,,,,,,,,,,,,54517.57,,,,,,0.00074242,,0.00242083,0.00057864,0.00066967,,,,,-0.04989998,,,0.02555695,,0.00721125,,,,,,,,0.00213819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01346266,,0.00171802,,,,,,,,,,,,,,,,
06/1995,,,,,,,,,,,,,54201.1,,,,,,0.00068297,,0.00280484,0.00057864,0.00081222,,,,,-0.06017173,,,0.02283869,,0.00818304,,,,,,,,0.00213819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00097108,,,,,,,,,-0.02398322,,0.00171802,,,,,,,,,,,,,,,,
09/1995,,,,,,,,,,,,,55837.78,,,,,,0.00061654,,0.00288024,0.00057864,0.00065683,,,,,-0.06556299,,,0.02470712,,0.00824901,,,,,,,,0.00213819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011236,,,,,,,,,-0.02736755,,0.00171802,,,,,,,,,,,,,,,,
12/1995,,,,,60.58493943,1.44404846,,,,,0.81145255,0.94850953,57266.07,0.02744,,,,,0.00068534,11.56588382,0.00305178,0.00057864,0.00071582,,,0.01440915,,-0.06346529,,0.08706184,0.02321178,,0.00832158,,0.00094148,,0.00261909,,29789.81151417,,0.00213819,,,,,,,,,,,,,49.10747003,0.54681143,,,10.82918698,,,387,59.17430211,,,,29.154837,,,10.22681243,,10.22681243,,0.00090532,,,,,,,0.06439703,17.49617466,-0.02406128,,0.00171802,,,17.11980118,166,,,387.4142669,165.9938164,9.23391045,,,,,13.06134893,13.06134893,
