,AF: Gross Domestic Product (GDP),AF: GDP: Household Consumption Expenditure including NPISHs,AF: GDP: Government Consumption Expenditure,AF: GDP: Gross Fixed Capital Formation,AF: GDP: Changes in Inventories,AF: GDP: Exports of Goods and Services,AF: GDP: Imports of Goods and Services,AF: GDP: Statistical Discrepancy,AF: GDP: Gross Capital Formation,AF: (DC)GDP: Volume: 1985 Prices,AF: GDP: Volume: 2002 Prices,AF: Budgetary Central Government: Cash Receipts: Operating Activities,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Goods and Services,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Income and Profits,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Other,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Property,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Payroll,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Taxes: Trade,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Social Contributions,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Grants,AF: Budgetary Central Government: Cash Receipts: Operating Activities: Others,AF: Budgetary Central Government: Cash Payments: Operating Activities,AF: Budgetary Central Government: Cash Payments: Operating Activities: Compensation of Employees,AF: Budgetary Central Government: Cash Payments: Operating Activities: Purchases of Goods and Services,AF: Budgetary Central Government: Cash Payments: Operating Activities: Interest,AF: Budgetary Central Government: Cash Payments: Operating Activities: Subsidies,AF: Budgetary Central Government: Cash Payments: Operating Activities: Grants,AF: Budgetary Central Government: Cash Payments: Operating Activities: Social Benefits,AF: Budgetary Central Government: Cash Payments: Operating Activities: Others,AF: Budgetary Central Government: Net Cash Inflow: Operating Activities,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets: Purchases of Nonfinancial Assets,AF: Budgetary Central Government: Net Cash Outflow: Investments in Nonfinancial Assets: Sales of Nonfinancial Assets,AF: Budgetary Central Government: Cash Surplus/Deficit,AF: Budgetary Central Government: Net Acquisition of Financial Assets,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Securities Other Than Shares,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Loans,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Shares and Other Equity,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Insurance Technical Reserves,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Financial Derivatives,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Domestic,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Foreign,AF: Budgetary Central Government: Net Acquisition of Financial Assets: by Debtor: Monetary Gold and SDRs,AF: Budgetary Central Government: Net Incurrence of Liabilities,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: SDRs,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Currency and Deposits,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Securities Other Than Shares,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Loans,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Shares and Other Equity,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Insurance Technical Reserves,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Instrument: Financial Derivatives,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Creditor: Domestic,AF: Budgetary Central Government: Net Incurrence of Liabilities: by Creditor: Foreign,AF: Budgetary Central Government: Net Cash Inflow: Financing Activities,AF: Budgetary Central Government: Net Change in the Stock of Cash,AF: Budgetary Central Government: Statistical Discrepancy,AF: Budgetary Central Government: Memo Item: Total Cash Expenditure,AF: (DC)Budgetary Central Government: Net Acquisition of Financial Assets: by Instrument: Monetary Gold and SDRs,AF: Budgetary Central Government: Memo Item: Total Cash Expenditure,AF: Budgetary Central Government: Statistical Discrepancy,Construction Cost Index,Series - 09,Series - 01,Non Performing Loans Ratio,Public External Debt,Resident Population,AF: Surface Area,AF: Land Area,AF: Forest Area,AF: Agricultural Land,AF: Arable Land,AF: Arable Land in Hectares per Person,AF: Average Precipitation in Depth,AF: Agricultural Land: % of Land Area,AF: Agricultural Irrigated Land: % of Total Agricultural Land,AF: Arable Land: % of Land Area,AF: Forest Area: % of Land Area,AF: Permanent Cropland: % of Land Area,AF: (DC)Land Area Where Elevation is Below 5 Meters: % of Total Land Area,AF: (DC)Population Living in Areas Where Elevation is Below 5 Meters: % of Total Population,"AF: Droughts, Floods, Extreme Temperatures: Average 1990-2009: % of Population",AF: (DC)Terrestrial Protected Areas,AF: Terrestrial Protected Areas as % of Total Land Area,AF: (DC)Terrestrial Protected Areas as % of Total Surface Area,AF: (DC)Marine Protected Areas,AF: (DC)Marine Protected Areas as % of Total Surface Area,AF: Terrestrial & Marine Protected Areas: % of Total Territorial Area,AF: Bird Species: Threatened,AF: Fish Species: Threatened,AF: Plant Species: Higher: Threatened,AF: Mammal Species: Threatened,AF: (DC)GEF Benefits Index for Biodiversity,AF: Coal Rents: % of GDP,AF: Forest Rents: % of GDP,AF: Mineral Rents: % of GDP,AF: Natural Gas Rents: % of GDP,AF: Oil Rents: % of GDP,AF: Total Natural Resources Rents: % of GDP,AF: Production Index: 2004-2006: Crop
01/03/2010,,,,,,,,,,,,42618.66234753,15673.38897068,3729.60986833,5140.03108435,305.790909,72.746668,0,6425.210441,416.861672,22788.88759092,3739.52411393,36079.6270732,21756.2604878,12578.90140549,10.705004,19.54328069,308.714002,1057.0841248,348.41876842,6539.03527433,8012.09503706,8211.01975806,198.924721,-1473.05976273,-13064.27262012,888.9097462,-13953.18236632,0,0,0,-13064.27262012,0,0,9238.27985373,0,0,0,9238.27985373,0,0,0,6682.09667055,2556.18318318,22302.55247385,21718.40245732,888.9097462,44091.72211026,0,18780.79308028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.209865,0,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6969.21753088,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2010,,,,,,,,,,,,33140.34357117,15090.40317097,3862.145463,4156.67846058,221.5345952,326.24414719,0,6523.800505,246.457782,15629.83036536,2173.65225284,20260.02459433,15641.968946,3066.13662433,33.189466,0,12.462459,1458.625381,47.641718,12880.31897684,1282.202103,1367.849522,85.647419,11598.11687384,2478.227,0,2478.227,0,0,0,2478.227,0,0,2934.85215311,0,0,0,2934.85215311,0,0,0,2262.01238896,672.83976415,456.62515311,12054.74202695,0,21542.22669733,0,12875.79930145,0,,,,,1534.3,544500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15387.37779487,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11815.07915958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2010,,,,,,,,,,,,43263.04729861,16104.7725869,4426.47839465,4346.66128344,147.9463323,516.17152951,0,6667.515047,401.292746,23703.15585819,3053.82610752,32409.31746892,21800.602689,8162.23055931,4.226796,17.976169,177.559219,2055.481572,191.24046461,10853.72982969,8878.3054106,8905.1235186,26.818108,1975.42441909,5006.65067022,-0.0015,5007.25217022,-0.6,0,0,5006.65067022,0,0,6260.69796665,0,0,0,6260.69796665,0,0,0,5040.6641368,1220.03382985,1254.04729643,3229.47171552,0,41287.62287952,0,14085.16592507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13449.67565066,0,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13728.83298206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2010,711759.30773771,376107.70141597,275961.12488818,215439.81669233,0,118704.34907134,274453.6843301,0,215439.81669233,362857.49283107,362857.49283107,40584.99011017,16138.04630158,4420.33563896,4157.48365467,141.927405,294.79729395,0,7123.502309,318.825698,20230.84586829,3897.2722423,30286.46174019,20534.895604,7811.88535014,34.788826,0,154.071169,1594.691474,156.12931705,10298.52836998,7586.72623603,7608.41780003,21.691564,2711.80213395,1877.58582087,0,1888.12282763,-10.53700676,0,0,1877.58582087,0,0,4673.09957956,0,0,0,4673.09957956,0,0,0,4072.81303093,600.28654863,2795.51375869,5507.31589264,0,37873.18797622,0,10694.6793435,0,,,,,1280.58110397,552300,652860,652860,13500,379110,7793000,0.26701609,,58.06911129,5.00118699,11.93670925,2.06782465,0.18074319,,,,,,,,,,,,,,,0.19302219,0.35941786,0,0.03059327,0.00497397,0.58800729,125.38
01/01/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12735.41288865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11385.03537208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,,,,,,,,,,,,44183.62343512,18329.6030205,5225.27972175,5188.90678072,255.088417,460.74358003,0,7199.584521,621.02715,21571.45522262,3661.538042,42135.27196204,27962.5922,12917.64733613,7.294353,0,236.09170344,840.096671,171.54969847,2048.35147308,10966.90491346,11004.46679346,37.56188,-8918.55344038,-8382.66120642,0.0015,-9009.69196822,627.0292618,0,0,-8382.66120642,0,0,-3589.93846536,0,0,0,-3589.93846536,0,0,0,-7366.71129056,3776.7728252,4792.72274106,-4125.83069932,0,53102.1768755,0,28981.72861477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-811.61226425,0,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11830.40706303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2011,,,,,,,,,,,,42979.25093378,17217.8068912,3833.83412751,4896.08672335,249.650376,392.72848734,0,7845.507177,463.62144,22123.99842336,3173.82417922,24293.39186547,19644.441205,3392.27188747,37.509082,0,25.615897,1145.039422,48.514372,18685.85906831,1427.89262412,1502.72287012,74.830246,17257.96644419,8105.92723626,0,8113.31922426,-7.391988,0,0,8105.92723626,0,0,6727.82871699,0,0,0,6727.82871699,0,0,0,7715.38362641,-987.55490942,-1378.09851927,15879.86792492,0,25721.28448959,0,14702.48969081,0,,,,,1655.40349148,549600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15051.54940593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17165.10585681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2011,,,,,,,,,,,,42264.56865721,18395.38974512,4944.83102611,4849.4662938,342.60078,314.55948721,0,7943.932158,592.59231,18621.40988751,4655.17671458,40031.44767538,28037.927789,9170.77942798,7.223483,0,50.720336,2588.199344,176.5972954,2233.12098183,7232.95408389,7328.71861089,95.764527,-4999.83310206,4111.08035459,0,4100.47436921,10.60598538,0,0,4111.08035459,0,0,5739.99010588,0,0,0,5739.99010588,0,0,0,5085.49759664,654.49250924,1628.90975129,-3370.92335077,0,47264.40175927,0,15047.74649653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16941.88585979,0,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19323.63840104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2011,836222.47335589,454780.32894728,363484.16834578,220821.99826013,0,142545.31760398,345409.33980129,0,220821.99826013,386367.65485106,386367.65485106,46314.12937849,15916.2097389,4815.7360623,4807.87772677,244.23889194,423.56580589,0,5624.791252,537.716053,24603.46326718,5256.74031941,43739.12326528,28331.700808,12802.61871851,39.74374,0,44.031983,2171.791329,349.23668677,2575.00611321,10037.67554032,10063.07607332,25.400533,-7462.66942711,10371.9500905,0,10368.22066266,3.72942784,0,0,10371.9500905,0,0,13585.81922164,0,0,0,13585.81922164,0,0,0,12249.02744836,1336.79177328,3213.86913114,-4248.80029597,0,53776.7988056,0,17511.27454477,0,,,,,,557300,652860,652860,13500,379100,7791000,0.25868756,,58.06757957,5.39171723,11.9336458,2.06782465,0.18227491,,,,,,,,,,,,,,,0.47317264,0.30924303,0,0.05291845,0.00661517,0.84194929,113.4
01/01/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19305.02379619,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23501.55181137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2012,,,,,,,,,,,,59724.85887303,20043.11855696,6247.59532643,6047.42037262,254.34599058,622.96421433,0,6870.792653,956.422805,32075.16293211,6650.15457896,59446.704144,34923.81324714,20285.0672303,7.501453,1099.551998,199.018089,2644.118499,287.63362756,278.15472903,9715.25686218,9891.59425818,176.337396,-9437.10213315,-21186.82493479,0,-21179.27594129,-7.5489935,0,0,-21186.82493479,0,0,-19033.97940329,0,0,0,-19033.97940329,0,0,0,-26157.09805637,7123.11865308,2152.8455315,-7284.25660165,0,69161.96100618,0,26355.38539862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-884.988708,0,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14048.82728354,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2012,,,,,,,,,,,,52125.36474188,18964.24051705,4877.889176,5862.54392165,210.8701575,622.7813269,0,7390.155935,621.490461,28870.46706344,3669.16670039,33870.12844805,25300.631426,5647.06811005,40.444091,0,52.69505,2744.113676,85.176095,18255.23629383,1726.27830234,1915.43641334,189.158111,16528.95799149,12300.35691035,0.000003,12300.35690735,0,0,0,12300.35691035,0,0,4344.77154601,0,0,0,4344.77154601,0,0,0,11051.83198509,-6707.06043908,-7955.58536434,8573.37263015,0.000003,35596.40675039,0,22432.56817485,0.000002,,,,,,567900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22705.8169892,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26273.97181462,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2012,,,,,,,,,,,,65024.87624024,20164.64698171,5780.34530213,6576.45270615,102.6145975,619.22053593,0,7086.01384,850.266912,39626.77267247,4383.18967406,53207.29824796,34132.800826,15679.00720223,6.303194,1000,31.506631,2210.986393,146.69400173,11817.57799228,10409.47250284,10519.62369184,110.151189,1408.10548944,12458.88349566,0.000012,14549.56600666,-2090.682523,0,0,12458.88349566,0,0,19943.07031084,0,0,0,19943.07031084,0,0,0,16234.25106188,3708.81924896,7484.18681518,8892.29231662,0.000012,63616.7707508,0,14636.98194698,0.000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400.96491692,0.000006,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20978.71342654,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2012,1033591.40582211,748029.61514441,412589.62467936,261907.08922594,0,117950.45791306,506885.38114066,0,261907.08922594,440336.01899295,440336.01899295,63668.03397364,21045.56666562,5429.3708101,7792.1225092,130.974109,753.68911432,0,6939.410123,962.977209,33412.872988,8246.61711102,66871.77757277,38155.904152,24469.65002737,43.644969,0,221.628662,2963.583814,1017.3659484,-3203.74359913,20183.54011175,20555.77932375,372.239212,-23387.28371088,-27220.06237437,0.000021,-29366.26496024,2146.20256487,0,0,-27220.06237437,0,0,837.32877216,0,0,0,837.32877216,0,0,0,-24819.11515338,25656.44392554,28057.39114653,4670.10745665,0.000021,87055.31768452,0,35675.63934106,0.000008,,,,,,582000,652860,652860,13500,379100,7790000,0.24998896,327,58.06757957,5.46557637,11.93211408,2.06782465,0.18380664,,,,,,,,,,,,,,,0.2521995,0.26508087,0,0.05302036,0.11033069,0.68063142,133.91
01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.90065578,-0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14195.52429555,-0.000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2013,,,,,,,,,,,,58806.53855956,17811.96281036,4215.57469543,6292.69863567,529.105072,384.00583826,0,6390.578569,678.000688,36724.98843128,3591.58662992,36326.99151595,28745.816584,5422.98490295,50.157629,0,13.588597,1940.866307,153.577496,22479.54704361,4890.07829475,4988.66469875,98.586404,17589.46874886,16468.47759075,-0.000006,16522.93486067,-54.45726392,0,0,16468.47759075,0,0,-11896.98484855,0,0,0,-11896.98484855,0,0,0,16131.4427821,-28028.42763065,-28365.4624393,-10775.99369644,-0.000006,41217.0698107,0,25726.64485937,-0.000001,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23530.26268374,0,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21057.77447936,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2013,,,,,,,,,,,,60461.16627662,19420.28856712,4602.38383497,6549.87266984,818.67256,445.35887331,0,7004.000629,820.882027,35135.82833582,5084.16734668,55111.42195841,33551.203691,16391.56243219,46.176181,250,298.030094,4254.873125,319.57643522,5349.74431821,9041.51331061,9151.43309461,109.919784,-3691.7689924,14616.10096716,0.000003,14674.83910423,-58.73814007,0,0,14616.10096716,0,0,16000.87586282,0,0,0,16000.87586282,0,0,0,15961.84941959,39.02644323,1384.77489566,-2306.99409374,0.000003,64152.93526902,0,19564.89810592,0.000002,,,,,,591900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28538.23999532,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25797.00061331,0.000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2013,,,,,,,,,,,,94058.40649658,20801.29389753,4607.52755152,7705.55558582,977.40326759,314.5603306,0,7196.247162,1013.85484279,66239.06919199,6004.18856427,61430.6324222,36968.002565,18473.3107612,75.796859,250.96763,121.543137,3069.111405,2471.900065,32627.77407438,12433.11145323,12529.11110923,95.999656,20194.66262115,24025.30078414,0.000012,23967.03525407,58.26551807,0,0,24025.30078414,0,0,25491.66556494,0,0,0,25491.66556494,0,0,0,24255.07152096,1236.59404398,1466.3647808,21661.02741395,0.000012,73863.74387543,0,19528.5032668,0.000005,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27382.83043707,0.000006,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25350.89318074,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2013,1116827.08221407,927859.59973309,421192.43832288,257913.7662511,0,76912.33802284,567051.06011584,0,257913.7662511,465358.22288813,465358.22288813,89393.72721306,22788.71691348,5699.10920644,7125.52559068,1888.13047783,351.12957753,0,7724.822061,965.633625,58197.31847597,7442.05819861,76697.76542154,38506.708118,32649.5860676,95.949671,399.03237,105.664249,2762.890306,2177.93463994,12695.96179152,20841.63375897,20994.10830097,152.474542,-8145.67196745,-57135.76728136,0.000021,-57136.77045637,1.00315401,0,0,-57135.76728136,0,0,-54633.40297696,0,0,0,-54633.40297696,0,0,0,-53423.32392736,-1210.0790496,2502.3643044,-5643.30764205,0.000021,97539.39918051,0,44805.6755627,0.000008,,,1150,,3512.93,607500,652860,652860,13500,379100,7785000,0.24124881,,58.06757957,5.51833289,11.92445547,2.06782465,0.19146525,,,,,,,,,,,,,,,0.21820461,0.25935674,0.00483813,0.03968255,0.0040292,0.52611123,133.42
08/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.199627,-0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17687.07080762,-0.000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
