,LEAP - 4026 (Parent Series),daily series test 1,International Reserves,Testing 9.7 (f),QC Team Testing: Case: 985.11
Region,Test,Test,Chile,Test,Test
Subnational,,,,,
Frequency,"Daily, ""5 observation""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""5 observation"""
Unit,%,Person,USD mn,Unit,NA
Source,CDM_Stress_Test_STP_QA_Akshata,test22_10,Central Bank of Chile,Test AC 9.7,QC_Test (Full Scale)
Status,Active,Active,Active,Active,Active
Series ID,366946997 (CDCC),352636197,114157808,383129097,379564047
SR Code,SR88307687,SR88086077,SR1393378,SR101306137,SR108100567
Mnemonic,,,,,
Function Information,,,,,
First Obs. Date,02/02/2015,01/12/2013,31/12/1995,28/10/2016,13/01/2003
Last Obs. Date,27/03/2015,18/12/2013,07/05/2019,06/12/2016,26/08/2016
Last Update Time,27/03/2015,12/02/2016,15/05/2019,10/10/2018,26/08/2016
Series remarks,,this is my remark,,,
Suggestions,,,,,
04/02/2004,,,,,201.20274914
05/02/2004,,,,,201.20274914
06/02/2004,,,,,201.37457045
07/02/2004,,,15828.7,,
09/02/2004,,,,,201.37457045
10/02/2004,,,,,201.54639175
11/02/2004,,,,,201.54639175
12/02/2004,,,,,201.54639175
13/02/2004,,,,,201.54639175
15/02/2004,,,16115.7,,
16/02/2004,,,,,201.54639175
17/02/2004,,,,,201.54639175
18/02/2004,,,,,201.54639175
19/02/2004,,,,,201.71821306
20/02/2004,,,,,201.71821306
23/02/2004,,,16127.7,,201.71821306
24/02/2004,,,,,201.89003436
25/02/2004,,,,,201.71821306
26/02/2004,,,,,201.71821306
27/02/2004,,,,,202.06185567
28/02/2004,,,16090.5,,
01/03/2004,,,,,202.06185567
02/03/2004,,,,,202.06185567
03/03/2004,,,,,202.06185567
04/03/2004,,,,,202.06185567
05/03/2004,,,,,202.06185567
07/03/2004,,,15906.7,,
09/03/2004,,,,,202.23367698
10/03/2004,,,,,202.23367698
11/03/2004,,,,,202.23367698
12/03/2004,,,,,202.23367698
15/03/2004,,,16104.2,,202.06185567
16/03/2004,,,,,202.40549828
17/03/2004,,,,,202.40549828
18/03/2004,,,,,202.57731959
19/03/2004,,,,,202.57731959
22/03/2004,,,,,202.57731959
23/03/2004,,,16164.2,,202.74914089
24/03/2004,,,,,202.74914089
25/03/2004,,,,,202.57731959
26/03/2004,,,,,202.57731959
29/03/2004,,,,,202.23367698
30/03/2004,,,,,202.23367698
31/03/2004,,,15964.6,,202.23367698
01/04/2004,,,,,202.23367698
02/04/2004,,,,,202.06185567
05/04/2004,,,,,202.06185567
06/04/2004,,,,,202.06185567
07/04/2004,,,15897.5,,201.71821306
08/04/2004,,,,,201.89003436
09/04/2004,,,,,201.54639175
12/04/2004,,,,,201.54639175
13/04/2004,,,,,201.54639175
14/04/2004,,,,,201.54639175
15/04/2004,,,16196.8,,201.37457045
16/04/2004,,,,,201.54639175
19/04/2004,,,,,201.37457045
20/04/2004,,,,,201.54639175
21/04/2004,,,,,201.37457045
22/04/2004,,,,,201.54639175
23/04/2004,,,15970.2,,201.20274914
26/04/2004,,,,,201.20274914
27/04/2004,,,,,201.20274914
28/04/2004,,,,,201.20274914
29/04/2004,,,,,201.03092784
30/04/2004,,,15986.3,,201.03092784
03/05/2004,,,,,200.85910653
04/05/2004,,,,,200.51546392
05/05/2004,,,,,200.51546392
06/05/2004,,,,,200.34364261
07/05/2004,,,15799.2,,200.17182131
10/05/2004,,,,,200.17182131
11/05/2004,,,,,200.17182131
12/05/2004,,,,,200
13/05/2004,,,,,200
14/05/2004,,,,,199.82817869
15/05/2004,,,16000.2,,
17/05/2004,,,,,199.82817869
18/05/2004,,,,,199.65635739
19/05/2004,,,,,199.65635739
20/05/2004,,,,,199.31271478
21/05/2004,,,,,199.48453608
23/05/2004,,,15997.1,,
24/05/2004,,,,,199.31271478
25/05/2004,,,,,199.48453608
26/05/2004,,,,,199.48453608
27/05/2004,,,,,199.65635739
28/05/2004,,,,,199.48453608
31/05/2004,,,16136.7,,199.14089347
02/06/2004,,,,,199.14089347
03/06/2004,,,,,199.31271478
04/06/2004,,,,,199.31271478
07/06/2004,,,15835.4,,199.48453608
08/06/2004,,,,,199.48453608
09/06/2004,,,,,199.48453608
10/06/2004,,,,,199.48453608
11/06/2004,,,,,199.65635739
14/06/2004,,,,,199.65635739
15/06/2004,,,16017.6,,200.51546392
16/06/2004,,,,,200.85910653
17/06/2004,,,,,200.85910653
18/06/2004,,,,,201.03092784
21/06/2004,,,,,201.03092784
22/06/2004,,,,,201.37457045
23/06/2004,,,15908.7,,201.37457045
24/06/2004,,,,,201.71821306
25/06/2004,,,,,201.71821306
28/06/2004,,,,,201.71821306
29/06/2004,,,,,201.71821306
30/06/2004,,,15853.2,,201.71821306
01/07/2004,,,,,201.71821306
02/07/2004,,,,,201.71821306
05/07/2004,,,,,201.71821306
06/07/2004,,,,,202.23367698
07/07/2004,,,15543.8,,202.57731959
08/07/2004,,,,,202.57731959
09/07/2004,,,,,202.74914089
14/07/2004,,,,,202.74914089
15/07/2004,,,16040,,202.9209622
16/07/2004,,,,,202.9209622
19/07/2004,,,,,203.26460481
20/07/2004,,,,,203.26460481
21/07/2004,,,,,203.60824742
22/07/2004,,,,,203.60824742
23/07/2004,,,15703.6,,203.78006873
26/07/2004,,,,,203.95189003
27/07/2004,,,,,203.95189003
28/07/2004,,,,,204.12371134
29/07/2004,,,,,204.12371134
30/07/2004,,,,,204.12371134
31/07/2004,,,15850.3,,
02/08/2004,,,,,204.12371134
03/08/2004,,,,,203.95189003
04/08/2004,,,,,204.29553265
05/08/2004,,,,,204.12371134
06/08/2004,,,,,204.46735395
07/08/2004,,,15293,,
09/08/2004,,,,,204.29553265
10/08/2004,,,,,204.29553265
11/08/2004,,,,,204.63917526
12/08/2004,,,,,204.81099656
13/08/2004,,,,,204.81099656
15/08/2004,,,15652.8,,
16/08/2004,,,,,204.63917526
17/08/2004,,,,,204.98281787
18/08/2004,,,,,205.32646048
19/08/2004,,,,,205.32646048
20/08/2004,,,,,205.15463918
23/08/2004,,,15515.4,,205.15463918
24/08/2004,,,,,204.98281787
25/08/2004,,,,,204.81099656
26/08/2004,,,,,204.98281787
27/08/2004,,,,,204.98281787
30/08/2004,,,,,205.15463918
31/08/2004,,,15780.8,,204.98281787
01/09/2004,,,,,204.98281787
02/09/2004,,,,,204.98281787
03/09/2004,,,,,205.32646048
06/09/2004,,,,,205.15463918
07/09/2004,,,15385.6,,205.49828179
08/09/2004,,,,,205.49828179
09/09/2004,,,,,205.8419244
10/09/2004,,,,,205.67010309
13/09/2004,,,,,205.8419244
14/09/2004,,,,,206.0137457
15/09/2004,,,15818.7,,206.35738832
16/09/2004,,,,,206.18556701
17/09/2004,,,,,206.35738832
20/09/2004,,,,,206.35738832
21/09/2004,,,,,206.52920962
22/09/2004,,,,,206.52920962
23/09/2004,,,15459.1,,206.52920962
24/09/2004,,,,,206.52920962
27/09/2004,,,,,206.52920962
28/09/2004,,,,,206.52920962
29/09/2004,,,,,206.52920962
30/09/2004,,,15842.7,,206.52920962
01/10/2004,,,,,206.52920962
04/10/2004,,,,,206.52920962
05/10/2004,,,,,206.52920962
06/10/2004,,,,,206.52920962
07/10/2004,,,15395.7,,206.52920962
08/10/2004,,,,,206.70103093
11/10/2004,,,,,206.70103093
12/10/2004,,,,,206.87285223
13/10/2004,,,,,206.87285223
14/10/2004,,,,,206.87285223
15/10/2004,,,16197.5,,206.87285223
18/10/2004,,,,,206.87285223
19/10/2004,,,,,207.04467354
20/10/2004,,,,,207.04467354
21/10/2004,,,,,207.21649485
22/10/2004,,,,,207.21649485
23/10/2004,,,15721.1,,
25/10/2004,,,,,207.21649485
26/10/2004,,,,,207.38831615
27/10/2004,,,,,207.56013746
28/10/2004,,,,,207.38831615
29/10/2004,,,,,207.38831615
31/10/2004,,,15704.1,,
01/11/2004,,,,,207.38831615
02/11/2004,,,,,207.56013746
03/11/2004,,,,,207.56013746
04/11/2004,,,,,207.56013746
05/11/2004,,,,,207.56013746
07/11/2004,,,15543.4,,
08/11/2004,,,,,207.56013746
09/11/2004,,,,,207.56013746
10/11/2004,,,,,207.73195876
11/11/2004,,,,,207.73195876
12/11/2004,,,,,207.73195876
15/11/2004,,,15692.1,,207.73195876
16/11/2004,,,,,207.73195876
17/11/2004,,,,,207.90378007
18/11/2004,,,,,207.90378007
19/11/2004,,,,,208.07560137
22/11/2004,,,,,208.07560137
23/11/2004,,,15882.3,,208.24742268
24/11/2004,,,,,208.41924399
25/11/2004,,,,,208.41924399
29/11/2004,,,,,208.59106529
30/11/2004,,,16007.4,,208.59106529
01/12/2004,,,,,208.59106529
02/12/2004,,,,,208.59106529
03/12/2004,,,,,208.41924399
06/12/2004,,,,,208.41924399
07/12/2004,,,15732.2,,208.59106529
08/12/2004,,,,,208.59106529
09/12/2004,,,,,208.59106529
10/12/2004,,,,,208.59106529
13/12/2004,,,,,208.24742268
14/12/2004,,,,,208.24742268
15/12/2004,,,16609.69,,208.24742268
16/12/2004,,,,,208.07560137
17/12/2004,,,,,208.07560137
20/12/2004,,,,,208.07560137
21/12/2004,,,,,208.24742268
22/12/2004,,,,,208.24742268
23/12/2004,,,16271.7,,208.07560137
24/12/2004,,,,,208.07560137
27/12/2004,,,,,207.90378007
28/12/2004,,,,,207.90378007
29/12/2004,,,,,207.90378007
30/12/2004,,,,,207.73195876
31/12/2004,,,16016,,207.73195876
03/01/2005,,,,,207.73195876
04/01/2005,,,,,207.90378007
05/01/2005,,,,,207.90378007
06/01/2005,,,,,207.90378007
07/01/2005,,,16025.2,,208.07560137
10/01/2005,,,,,208.07560137
11/01/2005,,,,,208.24742268
12/01/2005,,,,,208.24742268
13/01/2005,,,,,208.24742268
14/01/2005,,,,,208.41924399
15/01/2005,,,15912.4,,
17/01/2005,,,,,208.41924399
18/01/2005,,,,,208.41924399
19/01/2005,,,,,208.41924399
20/01/2005,,,,,208.07560137
21/01/2005,,,,,208.24742268
23/01/2005,,,15623.3,,
24/01/2005,,,,,208.24742268
25/01/2005,,,,,207.90378007
26/01/2005,,,,,207.73195876
27/01/2005,,,,,207.73195876
28/01/2005,,,,,207.73195876
31/01/2005,,,15594.6,,207.56013746
01/02/2005,,,,,207.56013746
02/02/2005,,,,,207.56013746
03/02/2005,,,,,207.56013746
04/02/2005,,,,,207.56013746
07/02/2005,,,15352.2,,207.56013746
08/02/2005,,,,,207.38831615
11/02/2005,,,,,207.56013746
14/02/2005,,,,,207.56013746
15/02/2005,,,15630.3,,207.73195876
16/02/2005,,,,,207.73195876
17/02/2005,,,,,207.73195876
18/02/2005,,,,,207.73195876
21/02/2005,,,,,207.90378007
22/02/2005,,,,,207.90378007
23/02/2005,,,15479.7,,207.73195876
24/02/2005,,,,,207.73195876
25/02/2005,,,,,207.73195876
28/02/2005,,,15470,,207.56013746
01/03/2005,,,,,207.38831615
02/03/2005,,,,,207.21649485
03/03/2005,,,,,207.21649485
04/03/2005,,,,,207.21649485
07/03/2005,,,15494.7,,207.21649485
09/03/2005,,,,,207.04467354
10/03/2005,,,,,207.04467354
11/03/2005,,,,,207.04467354
14/03/2005,,,,,206.87285223
15/03/2005,,,15815.9,,206.87285223
16/03/2005,,,,,206.87285223
17/03/2005,,,,,206.87285223
18/03/2005,,,,,206.87285223
21/03/2005,,,,,206.87285223
22/03/2005,,,,,206.52920962
23/03/2005,,,15970.4,,206.52920962
24/03/2005,,,,,206.35738832
25/03/2005,,,,,206.0137457
28/03/2005,,,,,205.8419244
29/03/2005,,,,,205.67010309
30/03/2005,,,,,205.32646048
31/03/2005,,,15379.9,,204.81099656
01/04/2005,,,,,204.63917526
04/04/2005,,,,,204.46735395
05/04/2005,,,,,204.29553265
06/04/2005,,,,,204.12371134
07/04/2005,,,15344,,203.95189003
08/04/2005,,,,,203.78006873
11/04/2005,,,,,203.78006873
12/04/2005,,,,,203.60824742
13/04/2005,,,,,203.60824742
14/04/2005,,,,,203.60824742
15/04/2005,,,15916.2,,203.60824742
18/04/2005,,,,,203.60824742
19/04/2005,,,,,203.78006873
20/04/2005,,,,,203.78006873
21/04/2005,,,,,203.95189003
22/04/2005,,,,,203.95189003
23/04/2005,,,15931.6,,
25/04/2005,,,,,203.78006873
26/04/2005,,,,,204.12371134
27/04/2005,,,,,204.12371134
28/04/2005,,,,,204.12371134
29/04/2005,,,,,204.12371134
30/04/2005,,,16990.1,,
02/05/2005,,,,,204.12371134
03/05/2005,,,,,204.12371134
04/05/2005,,,,,203.95189003
05/05/2005,,,,,203.95189003
06/05/2005,,,,,203.95189003
07/05/2005,,,16773.1,,
09/05/2005,,,,,203.95189003
10/05/2005,,,,,203.95189003
11/05/2005,,,,,203.95189003
12/05/2005,,,,,203.95189003
13/05/2005,,,,,203.95189003
15/05/2005,,,17276,,
16/05/2005,,,,,204.12371134
17/05/2005,,,,,203.95189003
18/05/2005,,,,,204.12371134
19/05/2005,,,,,204.12371134
20/05/2005,,,,,204.12371134
23/05/2005,,,17028.3,,204.29553265
24/05/2005,,,,,204.29553265
25/05/2005,,,,,204.29553265
26/05/2005,,,,,204.29553265
27/05/2005,,,,,204.29553265
30/05/2005,,,,,204.29553265
31/05/2005,,,17376.5,,204.29553265
02/06/2005,,,,,204.29553265
03/06/2005,,,,,204.29553265
06/06/2005,,,,,204.29553265
07/06/2005,,,16941.8,,204.29553265
08/06/2005,,,,,204.29553265
09/06/2005,,,,,204.29553265
10/06/2005,,,,,204.29553265
13/06/2005,,,,,204.29553265
14/06/2005,,,,,204.29553265
15/06/2005,,,17252.8,,204.46735395
16/06/2005,,,,,204.46735395
17/06/2005,,,,,204.46735395
20/06/2005,,,,,204.63917526
21/06/2005,,,,,204.63917526
22/06/2005,,,,,204.81099656
23/06/2005,,,16855.9,,204.98281787
24/06/2005,,,,,204.98281787
27/06/2005,,,,,204.98281787
28/06/2005,,,,,204.98281787
29/06/2005,,,,,204.98281787
30/06/2005,,,16642.5,,204.98281787
01/07/2005,,,,,204.98281787
04/07/2005,,,,,204.98281787
05/07/2005,,,,,205.15463918
06/07/2005,,,,,205.15463918
07/07/2005,,,16018.4,,205.15463918
08/07/2005,,,,,205.15463918
14/07/2005,,,,,205.15463918
15/07/2005,,,16744.2,,205.15463918
18/07/2005,,,,,205.15463918
19/07/2005,,,,,204.98281787
20/07/2005,,,,,204.98281787
21/07/2005,,,,,204.98281787
22/07/2005,,,,,204.98281787
23/07/2005,,,15946.3,,
25/07/2005,,,,,204.98281787
26/07/2005,,,,,204.98281787
27/07/2005,,,,,204.98281787
28/07/2005,,,,,204.98281787
29/07/2005,,,,,204.98281787
31/07/2005,,,16213.7,,
01/08/2005,,,,,204.98281787
02/08/2005,,,,,205.15463918
03/08/2005,,,,,205.15463918
04/08/2005,,,,,205.32646048
05/08/2005,,,,,205.49828179
07/08/2005,,,15695.4,,
08/08/2005,,,,,205.49828179
09/08/2005,,,,,205.67010309
10/08/2005,,,,,205.8419244
11/08/2005,,,,,205.8419244
12/08/2005,,,,,205.8419244
15/08/2005,,,15744.9,,206.18556701
16/08/2005,,,,,206.18556701
17/08/2005,,,,,206.35738832
18/08/2005,,,,,206.35738832
19/08/2005,,,,,206.70103093
22/08/2005,,,,,206.70103093
23/08/2005,,,16310.1,,206.87285223
24/08/2005,,,,,206.87285223
25/08/2005,,,,,206.87285223
29/08/2005,,,,,207.04467354
30/08/2005,,,,,207.04467354
31/08/2005,,,16272.3,,207.04467354
01/09/2005,,,,,207.21649485
02/09/2005,,,,,207.38831615
05/09/2005,,,,,207.38831615
06/09/2005,,,,,207.56013746
07/09/2005,,,15734.2,,207.73195876
08/09/2005,,,,,207.90378007
09/09/2005,,,,,208.07560137
12/09/2005,,,,,208.07560137
13/09/2005,,,,,208.41924399
14/09/2005,,,,,208.7628866
15/09/2005,,,15788.2,,208.7628866
16/09/2005,,,,,208.7628866
19/09/2005,,,,,208.7628866
20/09/2005,,,,,208.7628866
21/09/2005,,,,,208.7628866
22/09/2005,,,,,208.7628866
23/09/2005,,,15363.7,,208.7628866
26/09/2005,,,,,208.7628866
27/09/2005,,,,,208.7628866
28/09/2005,,,,,208.7628866
29/09/2005,,,,,208.7628866
30/09/2005,,,15650.9,,208.7628866
03/10/2005,,,,,208.9347079
04/10/2005,,,,,208.9347079
05/10/2005,,,,,209.10652921
06/10/2005,,,,,209.10652921
07/10/2005,,,14780.7,,209.27835052
10/10/2005,,,,,209.27835052
11/10/2005,,,,,209.27835052
12/10/2005,,,,,209.27835052
13/10/2005,,,,,209.27835052
14/10/2005,,,,,209.27835052
15/10/2005,,,15499.3,,
17/10/2005,,,,,209.27835052
18/10/2005,,,,,209.45017182
19/10/2005,,,,,209.62199313
20/10/2005,,,,,209.62199313
21/10/2005,,,,,209.62199313
23/10/2005,,,14792.7,,
24/10/2005,,,,,209.62199313
26/10/2005,,,,,209.79381443
27/10/2005,,,,,209.79381443
28/10/2005,,,,,209.79381443
31/10/2005,,,15021.4,,209.79381443
01/11/2005,,,,,209.79381443
02/11/2005,,,,,209.79381443
03/11/2005,,,,,209.79381443
04/11/2005,,,,,209.79381443
07/11/2005,,,14775.6,,209.79381443
08/11/2005,,,,,209.96563574
09/11/2005,,,,,210.13745704
10/11/2005,,,,,210.13745704
11/11/2005,,,,,210.13745704
14/11/2005,,,,,210.30927835
15/11/2005,,,16095.8,,210.30927835
16/11/2005,,,,,210.48109966
17/11/2005,,,,,210.48109966
18/11/2005,,,,,210.48109966
21/11/2005,,,,,210.65292096
22/11/2005,,,,,210.82474227
23/11/2005,,,15724,,210.82474227
24/11/2005,,,,,210.82474227
25/11/2005,,,,,210.82474227
28/11/2005,,,,,210.82474227
29/11/2005,,,,,210.99656357
30/11/2005,,,16025.2,,210.99656357
01/12/2005,,,,,211.16838488
02/12/2005,,,,,211.16838488
05/12/2005,,,,,210.99656357
06/12/2005,,,,,211.16838488
07/12/2005,,,16252.3,,211.16838488
08/12/2005,,,,,211.16838488
09/12/2005,,,,,211.16838488
12/12/2005,,,,,211.34020619
13/12/2005,,,,,211.34020619
14/12/2005,,,,,211.16838488
15/12/2005,,,16783.6,,210.99656357
16/12/2005,,,,,210.99656357
19/12/2005,,,,,210.82474227
20/12/2005,,,,,210.82474227
21/12/2005,,,,,210.65292096
22/12/2005,,,,,210.48109966
23/12/2005,,,16434.1,,210.48109966
26/12/2005,,,,,210.30927835
27/12/2005,,,,,210.13745704
28/12/2005,,,,,209.96563574
29/12/2005,,,,,209.79381443
30/12/2005,,,,,209.79381443
31/12/2005,,,16963.4,,
02/01/2006,,,,,209.79381443
03/01/2006,,,,,209.79381443
04/01/2006,,,,,209.79381443
05/01/2006,,,,,209.96563574
06/01/2006,,,,,210.13745704
07/01/2006,,,14825.9,,
09/01/2006,,,,,210.13745704
10/01/2006,,,,,210.13745704
11/01/2006,,,,,210.13745704
12/01/2006,,,,,210.13745704
13/01/2006,,,,,210.13745704
15/01/2006,,,15304.6,,
16/01/2006,,,,,210.13745704
17/01/2006,,,,,210.13745704
18/01/2006,,,,,209.96563574
19/01/2006,,,,,209.79381443
20/01/2006,,,,,209.62199313
23/01/2006,,,15048.3,,209.62199313
24/01/2006,,,,,209.45017182
25/01/2006,,,,,209.27835052
26/01/2006,,,,,209.27835052
27/01/2006,,,,,209.10652921
31/01/2006,,,15902,,
01/02/2006,,,,,208.9347079
02/02/2006,,,,,208.7628866
03/02/2006,,,,,208.7628866
06/02/2006,,,,,208.7628866
07/02/2006,,,15030.3,,208.7628866
08/02/2006,,,,,208.7628866
09/02/2006,,,,,208.59106529
10/02/2006,,,,,208.59106529
13/02/2006,,,,,208.41924399
14/02/2006,,,,,208.24742268
15/02/2006,,,15247.5,,208.07560137
16/02/2006,,,,,208.07560137
17/02/2006,,,,,207.90378007
20/02/2006,,,,,207.73195876
21/02/2006,,,,,207.73195876
22/02/2006,,,,,207.21649485
23/02/2006,,,15267.3,,207.21649485
24/02/2006,,,,,206.87285223
27/02/2006,,,,,206.52920962
28/02/2006,,,16129.8,,206.18556701
01/03/2006,,,,,205.8419244
02/03/2006,,,,,205.67010309
03/03/2006,,,,,205.49828179
06/03/2006,,,,,204.98281787
07/03/2006,,,15417,,204.46735395
09/03/2006,,,,,204.29553265
10/03/2006,,,,,204.12371134
13/03/2006,,,,,203.95189003
14/03/2006,,,,,203.95189003
15/03/2006,,,15670.19,,203.78006873
16/03/2006,,,,,203.60824742
17/03/2006,,,,,203.09278351
20/03/2006,,,,,202.9209622
21/03/2006,,,,,202.57731959
22/03/2006,,,,,201.89003436
23/03/2006,,,15774.3,,201.54639175
24/03/2006,,,,,201.54639175
27/03/2006,,,,,201.54639175
28/03/2006,,,,,201.54639175
29/03/2006,,,,,201.54639175
30/03/2006,,,,,201.71821306
31/03/2006,,,15971.3,,201.71821306
03/04/2006,,,,,201.89003436
04/04/2006,,,,,202.40549828
05/04/2006,,,,,202.23367698
06/04/2006,,,,,202.74914089
07/04/2006,,,15763.9,,202.74914089
10/04/2006,,,,,203.26460481
11/04/2006,,,,,203.78006873
12/04/2006,,,,,203.95189003
13/04/2006,,,,,203.95189003
14/04/2006,,,,,204.29553265
15/04/2006,,,16551.3,,
17/04/2006,,,,,204.29553265
18/04/2006,,,,,204.46735395
19/04/2006,,,,,204.46735395
20/04/2006,,,,,204.46735395
21/04/2006,,,,,204.46735395
23/04/2006,,,16258.3,,
24/04/2006,,,,,204.63917526
25/04/2006,,,,,204.81099656
26/04/2006,,,,,204.81099656
27/04/2006,,,,,204.81099656
28/04/2006,,,,,204.81099656
30/04/2006,,,17467.48,,
01/05/2006,,,,,204.63917526
02/05/2006,,,,,204.63917526
03/05/2006,,,,,204.46735395
04/05/2006,,,,,204.29553265
05/05/2006,,,,,204.29553265
07/05/2006,,,17672.1,,
08/05/2006,,,,,204.12371134
09/05/2006,,,,,203.78006873
10/05/2006,,,,,203.78006873
11/05/2006,,,,,203.78006873
12/05/2006,,,,,203.60824742
15/05/2006,,,17444.7,,203.43642612
16/05/2006,,,,,203.43642612
17/05/2006,,,,,203.26460481
18/05/2006,,,,,202.74914089
19/05/2006,,,,,202.74914089
22/05/2006,,,,,202.57731959
23/05/2006,,,17095.7,,202.40549828
24/05/2006,,,,,202.40549828
25/05/2006,,,,,202.23367698
26/05/2006,,,,,202.23367698
29/05/2006,,,,,202.06185567
30/05/2006,,,,,202.06185567
31/05/2006,,,18172.9,,201.89003436
01/06/2006,,,,,201.71821306
02/06/2006,,,,,201.71821306
05/06/2006,,,,,201.71821306
06/06/2006,,,,,201.71821306
07/06/2006,,,17239.2,,201.37457045
08/06/2006,,,,,201.20274914
09/06/2006,,,,,201.37457045
12/06/2006,,,,,201.20274914
13/06/2006,,,,,201.20274914
14/06/2006,,,,,201.03092784
15/06/2006,,,17897.7,,201.03092784
16/06/2006,,,,,201.03092784
19/06/2006,,,,,201.03092784
20/06/2006,,,,,201.03092784
21/06/2006,,,,,201.03092784
22/06/2006,,,,,201.20274914
23/06/2006,,,17083.79446,,201.20274914
26/06/2006,,,,,201.20274914
27/06/2006,,,,,201.20274914
28/06/2006,,,,,201.37457045
29/06/2006,,,,,201.37457045
30/06/2006,,,17570.1,,201.37457045
03/07/2006,,,,,201.54639175
04/07/2006,,,,,201.20274914
05/07/2006,,,,,201.37457045
06/07/2006,,,,,201.20274914
07/07/2006,,,16615.5541,,200.85910653
10/07/2006,,,,,201.20274914
15/07/2006,,,17242.5,,
17/07/2006,,,,,201.20274914
18/07/2006,,,,,201.03092784
19/07/2006,,,,,201.03092784
20/07/2006,,,,,200.85910653
21/07/2006,,,,,200.85910653
23/07/2006,,,16510.5,,
24/07/2006,,,,,200.85910653
25/07/2006,,,,,200.85910653
26/07/2006,,,,,200.85910653
27/07/2006,,,,,200.85910653
28/07/2006,,,,,200.85910653
31/07/2006,,,17032.6,,200.85910653
01/08/2006,,,,,200.68728522
02/08/2006,,,,,200.68728522
03/08/2006,,,,,200.68728522
04/08/2006,,,,,200.68728522
07/08/2006,,,15640.6,,200.68728522
08/08/2006,,,,,200.68728522
09/08/2006,,,,,200.68728522
10/08/2006,,,,,200.85910653
11/08/2006,,,,,200.85910653
14/08/2006,,,,,200.85910653
15/08/2006,,,16255.7,,200.85910653
16/08/2006,,,,,200.68728522
17/08/2006,,,,,200.85910653
18/08/2006,,,,,200.68728522
21/08/2006,,,,,200.85910653
22/08/2006,,,,,200.85910653
23/08/2006,,,16941.9,,200.68728522
24/08/2006,,,,,200.68728522
25/08/2006,,,,,200.68728522
28/08/2006,,,,,200.68728522
29/08/2006,,,,,200.68728522
30/08/2006,,,,,200.68728522
31/08/2006,,,16970.8,,200.68728522
01/09/2006,,,,,200.68728522
04/09/2006,,,,,200.51546392
05/09/2006,,,,,200.68728522
07/09/2006,,,16083.5,,200.51546392
08/09/2006,,,,,200.51546392
11/09/2006,,,,,200.51546392
12/09/2006,,,,,200.68728522
13/09/2006,,,,,200.68728522
14/09/2006,,,,,200.68728522
15/09/2006,,,17441,,200.68728522
18/09/2006,,,,,200.68728522
19/09/2006,,,,,200.68728522
20/09/2006,,,,,200.68728522
21/09/2006,,,,,200.68728522
22/09/2006,,,,,200.68728522
23/09/2006,,,17281,,
25/09/2006,,,,,200.68728522
26/09/2006,,,,,200.68728522
27/09/2006,,,,,200.68728522
28/09/2006,,,,,200.68728522
29/09/2006,,,,,200.68728522
30/09/2006,,,17546.7,,
02/10/2006,,,,,200.68728522
03/10/2006,,,,,200.68728522
04/10/2006,,,,,200.68728522
05/10/2006,,,,,200.68728522
06/10/2006,,,,,200.68728522
07/10/2006,,,16494.1,,
09/10/2006,,,,,200.68728522
10/10/2006,,,,,200.51546392
11/10/2006,,,,,200.51546392
12/10/2006,,,,,200.51546392
13/10/2006,,,,,200.51546392
15/10/2006,,,18201.9,,
16/10/2006,,,,,200.34364261
17/10/2006,,,,,200.51546392
18/10/2006,,,,,200.51546392
19/10/2006,,,,,200.51546392
20/10/2006,,,,,200.34364261
23/10/2006,,,16934.7,,200.34364261
24/10/2006,,,,,200.34364261
25/10/2006,,,,,200.34364261
26/10/2006,,,,,200.17182131
27/10/2006,,,,,200.17182131
30/10/2006,,,,,200.17182131
31/10/2006,,,17489.8,,200.17182131
01/11/2006,,,,,200.17182131
02/11/2006,,,,,200.17182131
03/11/2006,,,,,200.17182131
06/11/2006,,,,,200
07/11/2006,,,16956.1,,200
08/11/2006,,,,,200
09/11/2006,,,,,200
10/11/2006,,,,,200
13/11/2006,,,,,200
14/11/2006,,,,,200
15/11/2006,,,17731.6,,200
16/11/2006,,,,,200
17/11/2006,,,,,200
20/11/2006,,,,,200
21/11/2006,,,,,200
22/11/2006,,,,,200
23/11/2006,,,16969.5,,200
24/11/2006,,,,,200
27/11/2006,,,,,200
28/11/2006,,,,,200
29/11/2006,,,,,200
30/11/2006,,,17164.1,,200
01/12/2006,,,,,200
04/12/2006,,,,,200
05/12/2006,,,,,200
06/12/2006,,,,,200.17182131
07/12/2006,,,16831.5,,200.17182131
08/12/2006,,,,,200.17182131
11/12/2006,,,,,200.17182131
12/12/2006,,,,,200.17182131
13/12/2006,,,,,200.17182131
14/12/2006,,,,,200.17182131
15/12/2006,,,18060.5,,200.17182131
18/12/2006,,,,,200.17182131
19/12/2006,,,,,200.17182131
20/12/2006,,,,,200.17182131
21/12/2006,,,,,200.17182131
22/12/2006,,,,,200.17182131
23/12/2006,,,18169,,
25/12/2006,,,,,200.17182131
26/12/2006,,,,,200.17182131
27/12/2006,,,,,200.17182131
28/12/2006,,,,,200.17182131
29/12/2006,,,,,200.17182131
31/12/2006,,,19428.9,,
02/01/2007,,,,,200.17182131
03/01/2007,,,,,200.17182131
04/01/2007,,,,,200.34364261
05/01/2007,,,,,200.17182131
