,LEAP - 4026 (Parent Series),daily series test 1,International Reserves,Testing 9.7 (f),QC Team Testing: Case: 985.11
Region,Test,Test,Chile,Test,Test
Subnational,,,,,
Frequency,"Daily, ""5 observation""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""Everyday""","Daily, ""5 observation"""
Unit,%,Person,USD mn,Unit,NA
Source,CDM_Stress_Test_STP_QA_Akshata,test22_10,Central Bank of Chile,Test AC 9.7,QC_Test (Full Scale)
Status,Active,Active,Active,Active,Active
Series ID,366946997 (CDCC),352636197,114157808,383129097,379564047
SR Code,SR88307687,SR88086077,SR1393378,SR101306137,SR108100567
Mnemonic,,,,,
Function Information,,,,,
First Obs. Date,02/02/2015,01/12/2013,31/12/1995,28/10/2016,13/01/2003
Last Obs. Date,27/03/2015,18/12/2013,07/05/2019,06/12/2016,26/08/2016
Last Update Time,27/03/2015,12/02/2016,15/05/2019,10/10/2018,26/08/2016
Series remarks,,this is my remark,,,
Suggestions,,,,,
07/01/2007,,,16001.8,,
08/01/2007,,,,,200.34364261
09/01/2007,,,,,200.17182131
10/01/2007,,,,,200.34364261
11/01/2007,,,,,200.17182131
12/01/2007,,,,,200.17182131
15/01/2007,,,16236.4,,200.17182131
16/01/2007,,,,,200.17182131
17/01/2007,,,,,200.17182131
18/01/2007,,,,,200.17182131
19/01/2007,,,,,200.17182131
22/01/2007,,,,,200.34364261
23/01/2007,,,15694.4,,200.34364261
24/01/2007,,,,,200.34364261
25/01/2007,,,,,200.34364261
26/01/2007,,,,,200.34364261
29/01/2007,,,,,200.34364261
30/01/2007,,,,,200.34364261
31/01/2007,,,16422.2,,200.34364261
01/02/2007,,,,,200.17182131
02/02/2007,,,,,200.17182131
05/02/2007,,,,,200.17182131
06/02/2007,,,,,200.17182131
07/02/2007,,,16718,,200.17182131
08/02/2007,,,,,200.17182131
09/02/2007,,,,,200.17182131
12/02/2007,,,,,200.17182131
13/02/2007,,,,,200.17182131
14/02/2007,,,,,200
15/02/2007,,,16999.6,,200.17182131
16/02/2007,,,,,200
20/02/2007,,,,,200.17182131
21/02/2007,,,,,200
22/02/2007,,,,,200
23/02/2007,,,15763.4,,200
26/02/2007,,,,,200
27/02/2007,,,,,200
28/02/2007,,,16171.6,,200
01/03/2007,,,,,200
02/03/2007,,,,,200
05/03/2007,,,,,200
06/03/2007,,,,,200
07/03/2007,,,15583.4,,200
09/03/2007,,,,,200
12/03/2007,,,,,200
13/03/2007,,,,,200
14/03/2007,,,,,200
15/03/2007,,,15892.1,,200.17182131
16/03/2007,,,,,200.17182131
19/03/2007,,,,,200.17182131
20/03/2007,,,,,200.17182131
21/03/2007,,,,,200.17182131
22/03/2007,,,,,200.17182131
23/03/2007,,,15549.2,,200.17182131
26/03/2007,,,,,200.17182131
27/03/2007,,,,,200.17182131
28/03/2007,,,,,200.17182131
29/03/2007,,,,,200.17182131
30/03/2007,,,,,200.17182131
31/03/2007,,,15389.7,,
02/04/2007,,,,,200.17182131
03/04/2007,,,,,200.17182131
04/04/2007,,,,,200.17182131
05/04/2007,,,,,200.17182131
06/04/2007,,,,,200.17182131
07/04/2007,,,15550.4,,
10/04/2007,,,,,200.17182131
11/04/2007,,,,,200.17182131
12/04/2007,,,,,200.17182131
13/04/2007,,,,,200.17182131
15/04/2007,,,15617.6,,
17/04/2007,,,,,200.17182131
18/04/2007,,,,,200.17182131
19/04/2007,,,,,200.17182131
20/04/2007,,,,,200.17182131
23/04/2007,,,15081.3,,200.17182131
24/04/2007,,,,,200.17182131
25/04/2007,,,,,200.17182131
26/04/2007,,,,,200.17182131
27/04/2007,,,,,200.17182131
30/04/2007,,,17528.7,,200.17182131
01/05/2007,,,,,200.17182131
02/05/2007,,,,,200.17182131
03/05/2007,,,,,200.17182131
04/05/2007,,,,,200.17182131
07/05/2007,,,17577.6,,200.17182131
08/05/2007,,,,,200.17182131
09/05/2007,,,,,200.17182131
10/05/2007,,,,,200.17182131
11/05/2007,,,,,200.17182131
14/05/2007,,,,,200.17182131
15/05/2007,,,17792.4,,200.17182131
16/05/2007,,,,,200.17182131
17/05/2007,,,,,200.17182131
18/05/2007,,,,,200.17182131
21/05/2007,,,,,200.17182131
22/05/2007,,,,,200.17182131
23/05/2007,,,17662.5,,200.17182131
24/05/2007,,,,,200.17182131
25/05/2007,,,,,200.17182131
28/05/2007,,,,,200.17182131
29/05/2007,,,,,200.17182131
30/05/2007,,,,,200.17182131
31/05/2007,,,16960.9,,200.17182131
01/06/2007,,,,,200.17182131
04/06/2007,,,,,200.17182131
05/06/2007,,,,,200
06/06/2007,,,,,200
07/06/2007,,,16375.9,,200
08/06/2007,,,,,200
11/06/2007,,,,,200
12/06/2007,,,,,200
13/06/2007,,,,,200
14/06/2007,,,,,200
15/06/2007,,,17039.7,,200
18/06/2007,,,,,200
19/06/2007,,,,,200
20/06/2007,,,,,200
21/06/2007,,,,,200
22/06/2007,,,,,200
23/06/2007,,,17804.5,,
25/06/2007,,,,,200
26/06/2007,,,,,199.98453608
27/06/2007,,,,,199.95189003
28/06/2007,,,,,199.91752577
29/06/2007,,,,,199.93642612
30/06/2007,,,17896.5,,
02/07/2007,,,,,199.9742268
03/07/2007,,,,,199.92268041
04/07/2007,,,,,199.93642612
05/07/2007,,,,,199.90378007
06/07/2007,,,,,199.96735395
07/07/2007,,,17448,,
09/07/2007,,,,,199.96219931
10/07/2007,,,,,200.02749141
11/07/2007,,,,,199.97766323
12/07/2007,,,,,199.97766323
13/07/2007,,,,,199.97766323
15/07/2007,,,17833.3,,
16/07/2007,,,,,199.97766323
17/07/2007,,,,,200.01202749
18/07/2007,,,,,199.9604811
19/07/2007,,,,,200.04123711
20/07/2007,,,,,200.00171821
23/07/2007,,,17463.1,,200.03092784
24/07/2007,,,,,200.02920962
25/07/2007,,,,,200.08075601
26/07/2007,,,,,200.09621993
27/07/2007,,,,,200.10137457
30/07/2007,,,,,200.14776632
31/07/2007,,,18580.6,,200.19415808
01/08/2007,,,,,200.30412371
02/08/2007,,,,,200.4862543
03/08/2007,,,,,200.4467354
06/08/2007,,,,,200.74914089
07/08/2007,,,17842.6,,201.22508591
08/08/2007,,,,,201.86597938
09/08/2007,,,,,202.46391753
10/08/2007,,,,,202.73367698
13/08/2007,,,,,203.31786942
14/08/2007,,,,,202.8161512
15/08/2007,,,17180.1,,203.01546392
16/08/2007,,,,,203.2628866
17/08/2007,,,,,203.42955326
20/08/2007,,,,,203.61683849
21/08/2007,,,,,203.64776632
22/08/2007,,,,,203.79209622
23/08/2007,,,16287.2,,203.75085911
24/08/2007,,,,,203.84707904
27/08/2007,,,,,203.78522337
28/08/2007,,,,,203.97766323
29/08/2007,,,,,203.80584192
30/08/2007,,,,,203.99484536
31/08/2007,,,15761.4,,204
03/09/2007,,,,,203.96907216
04/09/2007,,,,,204.09450172
05/09/2007,,,,,204.1580756
06/09/2007,,,,,204.24226804
07/09/2007,,,15301.1,,204.32302405
10/09/2007,,,,,204.11683849
11/09/2007,,,,,204.37800687
12/09/2007,,,,,204.28522337
13/09/2007,,,,,204.43642612
14/09/2007,,,,,203.83161512
15/09/2007,,,15246.7,,
17/09/2007,,,,,204.2371134
18/09/2007,,,,,204.30927835
19/09/2007,,,,,204.40206186
20/09/2007,,,,,204.48281787
21/09/2007,,,,,204.18900344
23/09/2007,,,15531.5,,
24/09/2007,,,,,204.09106529
25/09/2007,,,,,203.89690722
26/09/2007,,,,,203.79381443
27/09/2007,,,,,203.49484536
28/09/2007,,,,,203.48109966
30/09/2007,,,16319.7,,
01/10/2007,,,,,203.38831615
02/10/2007,,,,,203.30412371
03/10/2007,,,,,203.18728522
04/10/2007,,,,,203.12714777
05/10/2007,,,,,203.03608247
07/10/2007,,,16001.8,,
08/10/2007,,,,,202.89175258
09/10/2007,,,,,202.92439863
10/10/2007,,,,,202.69587629
11/10/2007,,,,,202.64776632
12/10/2007,,,,,202.5790378
15/10/2007,,,16236.4,,202.70962199
16/10/2007,,,,,202.63745704
17/10/2007,,,,,202.67182131
18/10/2007,,,,,202.5
19/10/2007,,,,,202.56013746
22/10/2007,,,,,202.51030928
23/10/2007,,,15694.4,,202.45360825
24/10/2007,,,,,202.45360825
25/10/2007,,,,,202.54982818
26/10/2007,,,,,202.51030928
29/10/2007,,,,,202.46735395
30/10/2007,,,,,202.36769759
31/10/2007,,,16422.2,,202.32130584
01/11/2007,,,,,202.39003436
02/11/2007,,,,,202.20103093
05/11/2007,,,,,202.17525773
06/11/2007,,,,,201.99312715
07/11/2007,,,16414.9,,201.98969072
08/11/2007,,,,,201.95017182
09/11/2007,,,,,201.74914089
12/11/2007,,,,,201.75601375
13/11/2007,,,,,201.6838488
14/11/2007,,,,,201.58934708
15/11/2007,,,16448.6,,201.63058419
16/11/2007,,,,,201.5532646
19/11/2007,,,,,201.58075601
20/11/2007,,,,,201.57216495
21/11/2007,,,,,201.53092784
22/11/2007,,,,,201.47250859
23/11/2007,,,16106.5,,201.49484536
27/11/2007,,,,,201.46219931
28/11/2007,,,,,201.41924399
29/11/2007,,,,,201.2766323
30/11/2007,,,16224,,201.34364261
03/12/2007,,,,,201.23367698
04/12/2007,,,,,201.23539519
05/12/2007,,,,,201.13745704
06/12/2007,,,,,201.19587629
07/12/2007,,,16221.5,,201.1443299
10/12/2007,,,,,201.06185567
11/12/2007,,,,,201.09106529
12/12/2007,,,,,201.12542955
13/12/2007,,,,,200.92268041
14/12/2007,,,,,200.97766323
15/12/2007,,,16481.9,,
17/12/2007,,,,,201
18/12/2007,,,,,201.03780069
19/12/2007,,,,,201.04639175
20/12/2007,,,,,201.01202749
21/12/2007,,,,,201.01718213
23/12/2007,,,16403.5,,
24/12/2007,,,,,201.02061856
25/12/2007,,,,,201.02920962
26/12/2007,,,,,201.05670103
27/12/2007,,,,,201.06357388
28/12/2007,,,,,201.0257732
31/12/2007,,,16910.1,,
02/01/2008,,,,,201.0257732
03/01/2008,,,,,201.0257732
04/01/2008,,,,,201.0257732
07/01/2008,,,16883.5,,200.99828179
08/01/2008,,,,,201.04982818
09/01/2008,,,,,201.07216495
10/01/2008,,,,,201.07216495
11/01/2008,,,,,201.07216495
14/01/2008,,,,,201.07216495
15/01/2008,,,16932.7,,201.07216495
16/01/2008,,,,,201.14261168
17/01/2008,,,,,201.10652921
18/01/2008,,,,,201.20274914
21/01/2008,,,,,201.17525773
22/01/2008,,,,,201.23024055
23/01/2008,,,17000,,201.21305842
24/01/2008,,,,,201.25429553
25/01/2008,,,,,201.25429553
28/01/2008,,,,,201.32130584
29/01/2008,,,,,201.30412371
30/01/2008,,,,,201.32817869
31/01/2008,,,16882.2,,201.33505155
01/02/2008,,,,,201.33333333
04/02/2008,,,,,201.34536082
05/02/2008,,,,,201.33505155
06/02/2008,,,,,201.33848797
07/02/2008,,,16826.8,,201.34707904
11/02/2008,,,,,201.32302405
12/02/2008,,,,,201.3161512
13/02/2008,,,,,201.26975945
14/02/2008,,,,,201.28694158
15/02/2008,,,17800.5,,201.26460481
18/02/2008,,,,,201.26632302
19/02/2008,,,,,201.28178694
20/02/2008,,,,,201.29896907
21/02/2008,,,,,201.29553265
22/02/2008,,,,,201.32817869
23/02/2008,,,17162.6,,
25/02/2008,,,,,201.32817869
26/02/2008,,,,,201.32989691
27/02/2008,,,,,201.38487973
28/02/2008,,,,,201.37972509
29/02/2008,,,17199,,201.34364261
03/03/2008,,,,,201.40378007
04/03/2008,,,,,201.40034364
05/03/2008,,,,,201.37285223
06/03/2008,,,,,201.42783505
07/03/2008,,,17321.2,,201.41408935
10/03/2008,,,,,201.43298969
11/03/2008,,,,,201.37628866
12/03/2008,,,,,201.44158076
13/03/2008,,,,,201.40893471
14/03/2008,,,,,201.44329897
15/03/2008,,,17554.38,,
17/03/2008,,,,,201.43814433
18/03/2008,,,,,201.29037801
19/03/2008,,,,,201.13917526
20/03/2008,,,,,201.03092784
21/03/2008,,,,,200.90206186
23/03/2008,,,17832.6,,
24/03/2008,,,,,200.85910653
25/03/2008,,,,,200.83333333
26/03/2008,,,,,200.8161512
27/03/2008,,,,,200.78178694
28/03/2008,,,,,200.75257732
31/03/2008,,,17897.5,,200.71649485
01/04/2008,,,,,200.69931271
02/04/2008,,,,,200.6975945
03/04/2008,,,,,200.68213058
04/04/2008,,,,,200.67869416
07/04/2008,,,17751.6,,200.64089347
08/04/2008,,,,,200.62714777
09/04/2008,,,,,200.60824742
10/04/2008,,,,,200.58419244
11/04/2008,,,,,200.56701031
14/04/2008,,,,,200.53092784
15/04/2008,,,18196.3,,200.52920962
16/04/2008,,,,,200.50859107
17/04/2008,,,,,200.46391753
18/04/2008,,,,,200.45876289
21/04/2008,,,,,200.32646048
22/04/2008,,,,,200.30927835
23/04/2008,,,18460.1,,200.29209622
24/04/2008,,,,,200.18900344
25/04/2008,,,,,200.20618557
28/04/2008,,,,,200.17353952
29/04/2008,,,,,200.16323024
30/04/2008,,,18263.3,,200.16151203
01/05/2008,,,,,200.17010309
02/05/2008,,,,,200.16151203
05/05/2008,,,,,200.07731959
06/05/2008,,,,,200.07560137
07/05/2008,,,18074.5,,200.00687285
08/05/2008,,,,,200.01718213
09/05/2008,,,,,199.98797251
12/05/2008,,,,,199.98281787
13/05/2008,,,,,199.96735395
14/05/2008,,,,,199.93986254
15/05/2008,,,18744.3,,199.94845361
16/05/2008,,,,,199.91408935
19/05/2008,,,,,199.91408935
20/05/2008,,,,,199.74226804
21/05/2008,,,,,199.73367698
22/05/2008,,,,,199.7233677
23/05/2008,,,18941.4,,199.69072165
26/05/2008,,,,,199.70962199
27/05/2008,,,,,199.66838488
28/05/2008,,,,,199.64776632
29/05/2008,,,,,199.58591065
30/05/2008,,,,,199.54810997
31/05/2008,,,19124.6,,
02/06/2008,,,,,199.53780069
03/06/2008,,,,,199.4862543
04/06/2008,,,,,199.42783505
05/06/2008,,,,,199.43814433
06/06/2008,,,,,199.36254296
07/06/2008,,,19373.5,,
09/06/2008,,,,,199.30584192
10/06/2008,,,,,199.29553265
11/06/2008,,,,,199.20790378
12/06/2008,,,,,199.15120275
13/06/2008,,,,,199.13230241
15/06/2008,,,20147.4,,
16/06/2008,,,,,199.07044674
17/06/2008,,,,,199.13917526
18/06/2008,,,,,199.0790378
19/06/2008,,,,,199.06701031
20/06/2008,,,,,199.00171821
23/06/2008,,,19974,,199.04467354
24/06/2008,,,,,199.01030928
25/06/2008,,,,,198.99656357
26/06/2008,,,,,198.99140893
27/06/2008,,,,,199.0257732
30/06/2008,,,20250.5,,198.98969072
01/07/2008,,,,,198.895189
02/07/2008,,,,,198.91580756
03/07/2008,,,,,198.84020619
04/07/2008,,,,,198.83505155
07/07/2008,,,20490.3,,198.87285223
08/07/2008,,,,,198.89347079
09/07/2008,,,,,198.81271478
10/07/2008,,,,,198.84707904
14/07/2008,,,,,198.80068729
15/07/2008,,,21469.7,,198.83676976
16/07/2008,,,,,198.80584192
17/07/2008,,,,,198.81443299
18/07/2008,,,,,198.7766323
21/07/2008,,,,,198.75601375
22/07/2008,,,,,198.72852234
23/07/2008,,,22053.9,,198.66666667
24/07/2008,,,,,198.65979381
25/07/2008,,,,,198.61683849
28/07/2008,,,,,198.60996564
29/07/2008,,,,,198.58075601
30/07/2008,,,,,198.57216495
31/07/2008,,,21847.2,,198.5137457
01/08/2008,,,,,198.48969072
04/08/2008,,,,,198.41065292
05/08/2008,,,,,198.40378007
06/08/2008,,,,,198.30584192
07/08/2008,,,21540.7,,198.37628866
08/08/2008,,,,,198.22164948
11/08/2008,,,,,198.26632302
12/08/2008,,,,,198.14604811
13/08/2008,,,,,198.21649485
14/08/2008,,,,,198.10137457
15/08/2008,,,22641.1,,198.07044674
18/08/2008,,,,,198.04639175
19/08/2008,,,,,197.99828179
20/08/2008,,,,,197.97594502
21/08/2008,,,,,197.88831615
22/08/2008,,,,,197.92268041
23/08/2008,,,22908.5,,
25/08/2008,,,,,197.85738832
26/08/2008,,,,,197.88659794
27/08/2008,,,,,197.80756014
28/08/2008,,,,,197.83161512
29/08/2008,,,,,197.75085911
31/08/2008,,,22356.2,,
01/09/2008,,,,,197.72852234
02/09/2008,,,,,197.69587629
03/09/2008,,,,,197.5532646
04/09/2008,,,,,197.63917526
05/09/2008,,,,,197.48797251
07/09/2008,,,22528.2,,
08/09/2008,,,,,197.41237113
09/09/2008,,,,,197.45532646
10/09/2008,,,,,197.35395189
11/09/2008,,,,,197.41408935
12/09/2008,,,,,197.2766323
15/09/2008,,,23305.5,,197.33848797
16/09/2008,,,,,197.23367698
17/09/2008,,,,,197.26460481
18/09/2008,,,,,197.19587629
19/09/2008,,,,,197.17010309
22/09/2008,,,,,197.11340206
23/09/2008,,,23662.9,,197.12027491
24/09/2008,,,,,197.05154639
25/09/2008,,,,,197.04639175
26/09/2008,,,,,197
29/09/2008,,,,,197.00859107
30/09/2008,,,24204.375,,196.92268041
01/10/2008,,,,,196.91580756
02/10/2008,,,,,196.87457045
03/10/2008,,,,,196.86769759
06/10/2008,,,,,196.83676976
07/10/2008,,,24219.2,,196.69931271
08/10/2008,,,,,196.75429553
09/10/2008,,,,,196.69415808
10/10/2008,,,,,196.66666667
13/10/2008,,,,,196.65635739
14/10/2008,,,,,196.64261168
15/10/2008,,,25310.6,,196.63573883
16/10/2008,,,,,196.64089347
17/10/2008,,,,,196.64261168
20/10/2008,,,,,196.60824742
21/10/2008,,,,,196.60996564
22/10/2008,,,,,196.5257732
23/10/2008,,,24086.2,,196.55498282
24/10/2008,,,,,196.52749141
27/10/2008,,,,,196.53436426
28/10/2008,,,,,196.57216495
29/10/2008,,,,,196.53436426
30/10/2008,,,,,196.6443299
31/10/2008,,,22959.4,,196.62714777
03/11/2008,,,,,196.73367698
04/11/2008,,,,,196.69415808
05/11/2008,,,,,196.82646048
06/11/2008,,,,,196.70446735
07/11/2008,,,21784.5,,196.81958763
10/11/2008,,,,,196.95704467
11/11/2008,,,,,197.63745704
12/11/2008,,,,,199.17697595
13/11/2008,,,,,199.03436426
14/11/2008,,,,,198.99140893
15/11/2008,,,22218.8,,
17/11/2008,,,,,198.97250859
18/11/2008,,,,,198.93814433
19/11/2008,,,,,198.8556701
20/11/2008,,,,,198.93814433
21/11/2008,,,,,199.27147766
23/11/2008,,,22261.5,,
24/11/2008,,,,,199.39347079
25/11/2008,,,,,199.92611684
27/11/2008,,,,,200.49140893
28/11/2008,,,,,201.14089347
30/11/2008,,,21920.5,,
01/12/2008,,,,,202.75773196
02/12/2008,,,,,203.31099656
03/12/2008,,,,,205.30927835
04/12/2008,,,,,206.78178694
05/12/2008,,,,,208.13573883
07/12/2008,,,21862.2,,
08/12/2008,,,,,210.24054983
09/12/2008,,,,,211.5395189
10/12/2008,,,,,210.68041237
11/12/2008,,,,,210.85051546
12/12/2008,,,,,210.80412371
15/12/2008,,,22027.7,,
16/12/2008,,,,,211.48453608
17/12/2008,,,,,211.51546392
18/12/2008,,,,,211.35051546
19/12/2008,,,,,212.80412371
22/12/2008,,,,,212.55841924
23/12/2008,,,22062.9,,213.57388316
24/12/2008,,,,,213.04467354
25/12/2008,,,,,214.13917526
26/12/2008,,,,,214.9604811
29/12/2008,,,,,214.58591065
30/12/2008,,,,,216.99484536
31/12/2008,,,23162.3,,217.78522337
02/01/2009,,,,,218.60996564
05/01/2009,,,,,219.85910653
06/01/2009,,,,,221.05670103
07/01/2009,,,23060.6,,222.51202749
08/01/2009,,,,,225.0395189
09/01/2009,,,,,223.43642612
12/01/2009,,,,,224.4467354
13/01/2009,,,,,224.19415808
14/01/2009,,,,,226.49312715
15/01/2009,,,23632.6,,228.99484536
16/01/2009,,,,,233.65463918
19/01/2009,,,,,232.65635739
20/01/2009,,,,,235.46735395
21/01/2009,,,,,235.90034364
22/01/2009,,,,,235.54810997
23/01/2009,,,23226.3,,234.78006873
26/01/2009,,,,,235.80412371
27/01/2009,,,,,235.92611684
28/01/2009,,,,,235.74570447
29/01/2009,,,,,236.28178694
30/01/2009,,,,,237.39862543
31/01/2009,,,23453.6,,
02/02/2009,,,,,237.2766323
03/02/2009,,,,,238.82302405
04/02/2009,,,,,240.4862543
05/02/2009,,,,,244.18900344
06/02/2009,,,,,244.76460481
07/02/2009,,,23428.6,,
09/02/2009,,,,,245.62714777
10/02/2009,,,,,245.95189003
11/02/2009,,,,,245.87457045
12/02/2009,,,,,246.47250859
13/02/2009,,,,,248.08591065
15/02/2009,,,23252.3,,
16/02/2009,,,,,248.06872852
17/02/2009,,,,,250.54982818
18/02/2009,,,,,250.86769759
19/02/2009,,,,,251.85223368
20/02/2009,,,,,252.90893471
23/02/2009,,,23169.5,,252.6838488
24/02/2009,,,,,252.82646048
28/02/2009,,,22895.9,,
02/03/2009,,,,,257.43298969
03/03/2009,,,,,263.38831615
04/03/2009,,,,,265.88831615
05/03/2009,,,,,267.15463918
06/03/2009,,,,,267.7371134
07/03/2009,,,22795.8,,
09/03/2009,,,,,268.52233677
10/03/2009,,,,,269.74570447
11/03/2009,,,,,270.42955326
12/03/2009,,,,,270.46391753
13/03/2009,,,,,271.32302405
15/03/2009,,,23946.9,,
16/03/2009,,,,,270.46391753
17/03/2009,,,,,270.67525773
18/03/2009,,,,,272.45704467
19/03/2009,,,,,273.3161512
20/03/2009,,,,,272.41408935
23/03/2009,,,23950.1,,270.89347079
24/03/2009,,,,,270.91924399
25/03/2009,,,,,270.89003436
26/03/2009,,,,,270.50687285
27/03/2009,,,,,267.11340206
30/03/2009,,,,,264.47079038
31/03/2009,,,23382.4,,261.86769759
01/04/2009,,,,,257.67182131
02/04/2009,,,,,255.53780069
03/04/2009,,,,,253.12199313
06/04/2009,,,,,247.93127148
07/04/2009,,,23450.5,,242.74398625
08/04/2009,,,,,242.82989691
09/04/2009,,,,,242.93642612
10/04/2009,,,,,243.77147766
13/04/2009,,,,,243.57388316
14/04/2009,,,,,243.71993127
15/04/2009,,,24102.9,,244.32817869
16/04/2009,,,,,244.29381443
17/04/2009,,,,,244.65635739
20/04/2009,,,,,244.63917526
21/04/2009,,,,,244.6185567
22/04/2009,,,,,244.59106529
23/04/2009,,,24071,,244.53436426
24/04/2009,,,,,243.93298969
27/04/2009,,,,,244.75773196
28/04/2009,,,,,244.79209622
29/04/2009,,,,,244.59278351
30/04/2009,,,23559.6,,244.64948454
01/05/2009,,,,,244.76460481
04/05/2009,,,,,244.58934708
05/05/2009,,,,,244.63573883
06/05/2009,,,,,244.5395189
07/05/2009,,,23542.40897,,244.36254296
08/05/2009,,,,,244.40034364
11/05/2009,,,,,244.53608247
12/05/2009,,,,,244.39175258
13/05/2009,,,,,244.37113402
14/05/2009,,,,,244.36254296
15/05/2009,,,24207.8,,244.53264605
18/05/2009,,,,,244.28865979
19/05/2009,,,,,244.49828179
20/05/2009,,,,,244.28350515
21/05/2009,,,,,244.40034364
22/05/2009,,,,,244.41065292
23/05/2009,,,24410.7,,
25/05/2009,,,,,244.85051546
26/05/2009,,,,,245.25429553
27/05/2009,,,,,245.69243986
28/05/2009,,,,,245.35051546
29/05/2009,,,,,245.42439863
31/05/2009,,,24000.6,,
01/06/2009,,,,,245.36082474
02/06/2009,,,,,245.36082474
03/06/2009,,,,,245.27835052
04/06/2009,,,,,244.97766323
05/06/2009,,,,,245.12886598
07/06/2009,,,23808.1,,
08/06/2009,,,,,245.18041237
09/06/2009,,,,,244.89347079
10/06/2009,,,,,245.104811
11/06/2009,,,,,245.23024055
12/06/2009,,,,,245.27319588
15/06/2009,,,23819.15592,,245.41752577
16/06/2009,,,,,245.19072165
17/06/2009,,,,,245.20618557
18/06/2009,,,,,245.28178694
19/06/2009,,,,,245.37800687
22/06/2009,,,,,245.36426117
23/06/2009,,,23565.86,,245.56185567
24/06/2009,,,,,245.6443299
25/06/2009,,,,,245.84364261
26/06/2009,,,,,246.26460481
29/06/2009,,,,,246.35395189
30/06/2009,,,23447.76228,,246.64776632
01/07/2009,,,,,246.65979381
02/07/2009,,,,,246.92268041
03/07/2009,,,,,246.96907216
06/07/2009,,,,,247.08934708
07/07/2009,,,23278.7245,,247.32989691
08/07/2009,,,,,247.67869416
09/07/2009,,,,,247.84536082
10/07/2009,,,,,247.79381443
13/07/2009,,,,,247.70618557
14/07/2009,,,,,247.70618557
15/07/2009,,,23567,,247.89347079
16/07/2009,,,,,247.90721649
17/07/2009,,,,,248.21305842
20/07/2009,,,,,248.48109966
21/07/2009,,,,,248.71649485
22/07/2009,,,,,249.02061856
23/07/2009,,,23526.49206,,249.34364261
24/07/2009,,,,,249.53608247
27/07/2009,,,,,249.70790378
28/07/2009,,,,,249.79209622
29/07/2009,,,,,249.895189
30/07/2009,,,,,249.99140893
31/07/2009,,,23497.8,,250.05154639
03/08/2009,,,,,249.9347079
04/08/2009,,,,,249.85223368
05/08/2009,,,,,249.75601375
06/08/2009,,,,,249.49140893
07/08/2009,,,23624.4,,249.10137457
10/08/2009,,,,,249.10652921
11/08/2009,,,,,249.17697595
12/08/2009,,,,,248.96391753
13/08/2009,,,,,248.96563574
14/08/2009,,,,,248.71993127
15/08/2009,,,24205.03508,,
17/08/2009,,,,,248.81786942
18/08/2009,,,,,248.83333333
19/08/2009,,,,,248.78694158
20/08/2009,,,,,248.70103093
21/08/2009,,,,,248.43642612
23/08/2009,,,24043.00493,,
24/08/2009,,,,,248.19587629
25/08/2009,,,,,247.72852234
26/08/2009,,,,,247.36769759
27/08/2009,,,,,246.95017182
28/08/2009,,,,,246.29725086
31/08/2009,,,25052.89658,,245.54123711
01/09/2009,,,,,244.49828179
02/09/2009,,,,,243.93642612
03/09/2009,,,,,243.83505155
04/09/2009,,,,,243.33333333
07/09/2009,,,25082.9225,,243.06013746
08/09/2009,,,,,242.91752577
09/09/2009,,,,,242.96907216
10/09/2009,,,,,242.86597938
11/09/2009,,,,,242.91065292
14/09/2009,,,,,242.92611684
15/09/2009,,,25976.92647,,243.16151203
16/09/2009,,,,,243.33505155
17/09/2009,,,,,243.50687285
18/09/2009,,,,,243.77147766
21/09/2009,,,,,243.74742268
22/09/2009,,,,,244.06357388
23/09/2009,,,25950.3026,,244.09793814
24/09/2009,,,,,244.2233677
25/09/2009,,,,,244.34536082
28/09/2009,,,,,244.61340206
29/09/2009,,,,,244.78694158
30/09/2009,,,26040.30718,,245.01890034
01/10/2009,,,,,245.42611684
02/10/2009,,,,,246.10652921
05/10/2009,,,,,246.92611684
06/10/2009,,,,,247.65120275
07/10/2009,,,25833.12306,,248.49484536
08/10/2009,,,,,249.37628866
09/10/2009,,,,,249.69931271
12/10/2009,,,,,249.48109966
13/10/2009,,,,,248.9209622
14/10/2009,,,,,248.22508591
15/10/2009,,,26478.00755,,246.77835052
16/10/2009,,,,,246.42955326
19/10/2009,,,,,246.85910653
20/10/2009,,,,,247.29725086
21/10/2009,,,,,247.49656357
22/10/2009,,,,,247.50343643
23/10/2009,,,25980.12103,,247.15635739
26/10/2009,,,,,246.68556701
27/10/2009,,,,,246.04295533
28/10/2009,,,,,245.45532646
29/10/2009,,,,,245.20618557
30/10/2009,,,25963.46478,,244.78006873
02/11/2009,,,,,244.64604811
03/11/2009,,,,,244.66151203
04/11/2009,,,,,244.66151203
05/11/2009,,,,,244.62886598
06/11/2009,,,,,244.67182131
07/11/2009,,,25688.1182,,
09/11/2009,,,,,244.65120275
10/11/2009,,,,,244.58762887
11/11/2009,,,,,244.63917526
12/11/2009,,,,,244.71649485
13/11/2009,,,,,245.09278351
15/11/2009,,,27117.88589,,
16/11/2009,,,,,245.50343643
17/11/2009,,,,,246.23195876
18/11/2009,,,,,246.60824742
19/11/2009,,,,,246.64604811
20/11/2009,,,,,246.84707904
23/11/2009,,,25892.44022,,247.27147766
24/11/2009,,,,,247.76975945
25/11/2009,,,,,248.35910653
26/11/2009,,,,,248.37628866
27/11/2009,,,,,248.37628866
