,AF: Imports: % of Total Goods Imports: The Arab World,AF: Imports: % of Goods Imports: Food,AF: Imports: % of Goods Imports: Ores & Metals,AF: Imports: % of Goods Imports: Fuel,AF: Imports: % of Goods Imports: Manufactures,AF: Imports: % of Total Goods Imports: Residual,AF: Exports: % of Goods Exports: Agricultural Raw Materials,AF: Exports: % of Goods Exports: Food,AF: Exports: % of Goods Exports: Fuel,AF: Exports: % of Goods Exports: Manufactures,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Total Goods Exports: The Arab World,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Commercial Service,AF: Imports: Commercial Service,AF: Exports: Goods,AF: Imports: Goods,AF: Goods Trade: % of GDP,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Lead Time: Documentary Compliance,AF: Import: Cost: Border Compliance,AF: Import: Cost: Documentary Compliance,AF: Imports: Lead Time: Border Compliance,AF: Imports: Lead Time: Documentary Compliance,AF: Exports: Lead Time: Median Case,AF: Imports: Lead Time: Median Case,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services","AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AO: Imports: cif: Emerging and Developing Economies,AO: Imports: cif: Advanced Economies,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Non-Fuel,AO: Imports: cif: Emerging and Developing Economies: Export Earnings: Fuel,AO: Imports: cif: European Union,AO: Imports: cif: Other Countries Not Elsewhere Classified,AO: Imports: cif: Countries or Area Not Specified,AO: Imports: cif: Advanced Economies: Australia,AO: Imports: cif,AO: Imports: cif: Euro Area,AF: (DC)Exports: Lead Time,AF: (DC)Imports: Lead Time,AF: (DC)Imports: Number of Documents,AF: (DC)Exports: Number of Documents,AF: (DC)Exports: fob: USD,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: cif: USD,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Exports: fob: USD,AF: (DC)Imports: cif: USD,AO: (DC)Imports: cif: Special Categories,AO: (DC)Imports: cif: Oil Exporting Countries,AO: (DC)Imports: cif: Industrial Countries,AO: (DC)Imports: cif: Non-Oil Developing Countries,AO: (DC)Imports: cif: Developing Countries,AO: (DC)Imports: cif: Euro Area,AO: (DC)Imports: cif: APEC,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea
05/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.17845888,67.518,81.40557239,1.29088649,60.22591667,,,,82.69645888,53.911,,,,,,,,,,,,,0.0164627,66.308,16.372,16.3885,51.931,7.59,,,
06/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69794675,66.187,91.59544454,1.28950221,50.82091667,,,,92.88494675,39.204,,,,,,,,,,,,,0.0150784,64.977,27.8929,27.9079,37.884,16.258,3.21239182,,
07/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25471876,70.301,91.26711331,1.28860545,64.37291667,,,,92.55571876,56.837,,,,,,,,,,,,,0.0141817,69.421,23.1205,23.1347,54.417,8.47,,,
08/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51714309,72.215,87.44149752,1.29064558,60.69891667,,,,88.73214309,49.753,,,,,,,,,,,,,0.0162218,71.115,17.6009,17.6171,48.653,11.77,,,
09/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49898948,67.738,76.94483377,1.29215571,50.55691667,,,,78.23698948,41.25,,,,,,,,,,,,,0.017732,66.968,11.2513,11.269,39.49,17.49,2.47993571,,
10/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28302126,65.384,77.37395163,1.29306963,54.84691667,,,,78.66702126,43.681,,,,,,,,,,,,,0.0186459,64.614,14.0344,14.053,42.141,9.581,,,
11/1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.90903467,82.775,96.39123931,1.29279536,71.48991667,,,0.033,97.68403467,60.654,,,,,,,,,,,,,0.0183716,80.905,16.7607,16.779,58.564,10.703,,,
12/1984,0.26570831,,,,,7.54443321,,,,,,63.51402969,13.10362742,1.94802324,175.982593,,6.55737705,12.2,192.4,1390,633,,1.2993763,84.1995842,78.5761317,2.96492501,2.93706166,0.00841565,0.00561043,0.01383727,10.91451007,392.1265991,10.91451007,3.3879432,0.28928481,,,0.16676047,19.99439969,2.93189792,19.99439969,,,,,,,,,,,,9.35550936,93.44262295,5.14553015,,,,,,,,,,,,,,,16.35009243,96.085,111.13683755,1.29825488,65.41791667,,,,112.43509243,55.759,,,,,,,,,,632.9,1389.5,,0.0238311,93.445,18.9663,18.9901,53.229,35.453,3.39975599,,
01/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73643385,76.307,94.80915959,1.09441592,59.80057231,7.86014167,,,95.90357552,43.626,,,,,,,,,,,,,0.00403329,73.337,14.7024,14.7064,42.746,17.061,,,
02/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33314884,76.758,95.85707273,1.09421777,43.09157231,7.86014167,,,96.9512905,38.423,,,,,,,,,,,,,0.00383513,75.218,13.8693,13.8731,36.443,33.99,,,
03/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8045193,66.066,88.63516335,1.09549761,55.38957231,7.86014167,,,89.73066096,46.651,,,,,,,,,,,,,0.00511498,64.636,17.2294,17.2345,45.111,12.826,-1.72984773,,
04/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53248087,61.4042,87.70181216,1.09501037,40.66955957,7.86014167,,0.011,88.79682253,34.3002,,,,,,,,,,,,,0.00462773,60.9642,19.9679,19.9725,32.7602,16.126,,,
05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33628712,73.3282,100.43042639,1.09420239,54.02135957,7.86014167,,0.033,101.52462878,47.564,,,,,,,,,,,,,0.00381975,72.666,20.9947,20.9985,43.274,17.853,,,
06/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.76759096,103.2372,141.77176108,1.09317154,76.67035957,7.86014167,,,142.86493262,62.678,,,,,,188.6,,,,,,,0.00278891,101.475,33.527,33.5298,61.468,28.479,-1.72984773,,
07/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.75810581,106.117,134.64223018,1.0930173,88.39918514,7.86014167,,,135.73524748,74.019,,,,,,,,,,,,,0.00263466,103.939,23.9335,23.9361,68.299,19.47,,,
08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21575063,96.2797,132.26162053,1.09397177,73.85718514,7.86014167,,,133.35559229,61.6,,,,,,,,,,,,,0.00358913,91.773,33.7189,33.7225,60.17,22.44,,,
09/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2928969,88.9812,121.03984987,1.0943887,59.79038514,7.86014167,,,122.13423857,48.7322,,,,,,130.6,,,,,,,0.00400606,84.6912,29.5789,29.5829,46.9722,29.59,-1.72984773,,
10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.22115379,107.305,140.29067004,1.09562541,95.79566458,7.86014167,,0.022,141.38629545,73.491,,,,,,,,,,,,,0.00524277,103.246,30.2749,30.2802,70.081,16.016,,,
11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63131566,91.102,117.49869654,1.09476079,74.88466458,7.86014167,,0.209,118.59345733,66.506,,,,,39.5,,,,,,,,0.00437815,90.222,20.5069,20.5113,64.526,15.785,,,
12/1985,0.53888544,,,,,9.05030351,,,,,,56.99077333,25.25645008,2.48316612,203.0697316,,4.09356725,17.1,150.1,1194,567,,1.06595603,82.5649567,75.39341687,7.06419413,6.87666866,0.03611988,0.00277845,0.14862715,8.49208549,395.9039087,8.49208549,0.70307552,0.1477325,,0.14862785,0.06434462,17.04970107,0.34237054,17.04970107,,,,,,,,,,,,9.17388408,95.90643275,7.1952032,,,,,,,,,,,,,,,36.73881924,114.1382,157.64249937,1.09466154,105.73086458,7.86014167,,,158.73716091,96.3512,,,,,47.08,148.1,,,,566.83,1194.2,,0.0042789,112.488,38.3845,38.3888,93.7112,12.32,-0.76926119,,
01/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56310673,80.2439,106.48264562,0.28241944,63.7139574,5.95805833,,,106.76506506,53.361,,,,,45.32,,,,,,,,0.0817242,78.562,22.1633,22.245,46.981,15.257,,,
02/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.92734705,56.54,83.14298594,0.28241944,48.56129132,5.95805833,,,83.42540538,38.115,,,,,47.81,,,,,,,,0.0817242,55.418,21.9676,22.0493,31.625,8.503,,,
03/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6980424,57.926,80.29968129,0.28241944,50.8847353,5.95805833,,,80.58210073,44.836,,,,,52.03,136.6,,,,,,,0.0817242,55.726,18.8163,18.898,39.006,10.241,1.18256427,,
04/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.40879052,58.0789,76.16784298,0.27790587,39.35869678,5.95805833,,,76.44574886,32.241,,,,,40.88,,,,,,,,0.0772107,55.528,14.8825,14.9597,29.931,18.381,,,
05/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61547823,67.353,86.64863069,0.27790587,51.11510722,5.95805833,,,86.92653657,48.367,,,,,43.67,,,,,,,,0.0772107,64.603,16.2883,16.3655,47.157,15.961,,,
06/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82432042,56.0736,79.60247526,0.25350349,48.34755095,5.95805833,,,79.85597875,42.8362,,,,,34.56,151.4,,,,,,,0.0528083,56.0142,17.8309,17.8837,39.5362,8.382,0.72901965,,
07/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63743308,66.825,86.16625319,0.25423822,58.31899219,5.95805833,,0.022,86.42049142,45.936,,,,,39.24,,,,,,,,0.053543,65.615,14.7939,14.8474,44.836,8.173,,,
08/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64065035,62.348,89.67090532,0.27580336,52.29469678,5.95805833,,0.363,89.94670868,40.7,,,,,32.2,,,,,,,,0.0751082,61.578,22.3355,22.4107,40.04,11.33,,,
09/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00659847,59.7278,70.42849983,0.26395697,38.34864014,5.95805833,,,70.6924568,33.539,,,,,44.83,123.3,,,,,,,0.0632618,51.095,13.5761,13.6394,32.879,21.351,0.67957371,,
10/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09812588,78.1,99.92213844,0.23404578,68.15210473,5.95805833,,,100.15618421,59.312,,,,,44.85,,,,,,,,0.0333506,74.8,19.3648,19.3981,51.942,9.79,,,
11/1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27472626,90.222,103.21206768,0.24271692,57.82523467,5.95805833,,,103.45478459,47.696,,,,,43.9,,,,,,,,0.0420217,62.832,34.6227,34.6647,46.046,30.822,,,
12/1986,0.33103977,,,,,11.12332199,,,,,,48.23444888,5.36096006,8.52130104,166.3058519,,,0.7,177.4,1404,552,,,86.34723788,65.38220613,15.44161649,15.12400721,0.26165075,0.0165835,0.0385934,8.05285539,596.9789963,8.05285539,0.07672453,,,,0.07672453,46.32786654,,46.32786654,,,,,,,,,,,0.00078164,9.59413754,,4.05862458,,,,,,,,,,,,,,,10.70074269,76.3114,92.71074348,0.25945754,56.83278077,5.95805833,,,92.97020102,49.5924,,,,,42.79,113.6,,,,551.9,1403.5,,0.0587623,74.9914,11.962,12.0207,39.4724,14.564,0.94543269,,
01/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89198401,71.412,91.32226072,0.25304829,47.28406,1.271325,,,91.57530901,41.162,,,,,44.61,,,,,,,,0.0896538,70.202,20.0123,20.102,29.062,28.457,,,
02/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29787077,44.781,66.12154219,0.22865359,35.72427188,1.271325,,,66.35019577,30.547,,,,,68.7,,,,,,,,0.0652591,43.571,21.4426,21.5079,29.667,13.937,,,
03/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07502462,64.559,84.65377489,0.25157472,48.52456304,1.271325,,,84.90534962,42.823,,,,,70.16,183.47,,,,,,,0.0881802,61.919,21.6268,21.715,41.063,18.821,5.35781438,,
04/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44926181,73.645,93.11706866,0.24851815,37.49005294,1.271325,,,93.36558681,32.549,,,,,44.07,,,,,,,,0.0851237,69.025,22.9841,23.0693,30.789,13.97,,,
05/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14574649,72.182,95.33770073,0.26137076,62.351479,1.271325,,,95.59907149,47.729,,,,,45.9,,,,,,,,0.0979763,72.182,22.0478,22.1457,44.099,9.57,,,
06/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.26269117,74.8462,103.12562826,0.25458791,62.42423642,1.271325,,,103.38021617,56.7072,,,,,,129.36,,287.1,,,,,0.0911934,73.3062,28.7115,28.8027,52.8572,12.397,1.63889653,,
07/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.94879559,60.632,92.58026905,0.27185154,49.19136891,1.271325,,0.143,92.85212059,41.096,,,,,,,,,,,,,0.108457,59.862,31.6103,31.7188,38.676,11.902,,,
08/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63665144,71.2492,98.90640053,0.25077592,65.18303046,1.271325,,,99.15717644,57.1032,,,,,,,,,,,,,0.0873814,71.1392,26.6593,26.7467,55.5632,6.05,,,
09/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.11800572,62.4646,92.60365924,0.25027148,47.84590859,1.271325,,,92.85393072,39.611,,,,,,122.57,,250.9,,,,,0.086877,58.949,32.5467,32.6336,37.631,11.77,-1.63465909,,
10/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.45606005,72.556,117.02368676,0.25969829,63.49892395,1.271325,,,117.28338505,55.66,,,,,,,,,,,,,0.0963038,72.006,43.9098,44.0061,53.35,19.987,,,
11/1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54704274,78.7963,110.35045821,0.26420953,64.62041155,1.271325,,,110.61466774,54.846,,,,,,,,,,,,,0.100815,75.251,33.9915,34.0923,52.866,17.259,,,
12/1987,0.25303854,,,,,8.72699793,,,,,,50.34209373,14.07795078,5.95916057,336.1834509,,,2,152.1,996,512,,,80,69.52117231,13.8623837,13.33611011,0.50702731,0.01453263,0.00352205,7.88944606,681.2256291,7.88944606,0.16581433,0.02704151,0.02758234,,0.06296118,35.41414115,0.0482293,35.41414115,,,,,,,,,,,0.0011916,8.88888889,,11.11111111,,,,,,,,,,,,,,,35.61433152,119.933,156.54381356,0.27484296,104.35609327,1.271325,,0.055,156.81865652,94.622,,,,,,128.26,,188.8,,511.86,995.9,,0.111448,119.163,36.2729,36.3843,80.212,19.019,-1.63465909,,
01/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99168135,57.024,74.71817494,0.70733974,48.90966667,1.40983333,,,75.42551468,42.02,,,,,,,,,,,,,0.410009,56.474,17.1317,17.5417,31.46,8.18925,,,
02/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52656363,74.50858069,93.7376379,0.70733974,52.20086667,1.40983333,,,94.44497765,46.6422,,,,,,,,,,,,,0.410009,73.8232,18.8019,19.2119,44.9922,22.6614,,,
03/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09830664,,,26.97414756,97.90444171,125.58108286,0.70733974,77.50702315,1.40983333,,,126.2884226,65.98635648,,,,,,131.67,,266,,,,,0.410009,93.0794,31.3892,31.7992,63.6764,22.5004,-1.15943182,,
04/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11570818,101.442,124.26020177,0.70733974,82.97666667,1.40983333,,1.1,124.96754152,73.865,,,,,,,,,,,,,0.410009,93.522,29.6257,30.0357,67.155,19.1343,,,
05/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9424249,82.83,111.47491849,0.70733974,64.18866667,1.40983333,,,112.18225823,55.143,,,,,,,,,,,,,0.410009,80.08,30.2824,30.6924,53.163,23.7111,,,
06/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12044981,,,23.30401915,83.94949249,107.95600523,0.70733974,70.39565916,1.40983333,,,108.66334497,59.57899249,,,,,,124.89,,207.9,,,,,0.410009,81.304,25.5395,25.9495,55.619,13.9223,-1.15943182,,
07/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.95563451,79.926,111.5841281,0.70733974,64.77166667,1.40983333,,,112.29146785,60.126,,,,,,,,,,,,,0.410009,77.066,33.4056,33.8156,58.696,19.325,,,
08/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59037565,76.923,105.21586924,0.70733974,63.92466667,1.40983333,,,105.92320899,59.301,,,,,,,,,,,,,0.410009,74.393,29.7104,30.1204,57.431,14.847,,,
09/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13571742,,,25.95794868,77.61787328,104.27831554,0.70733974,58.64653994,1.40983333,,,104.98565529,53.80287328,,,,,,118.29,,381.4,,,,,0.410009,68.8179,34.3479,34.7579,52.8129,18.2435,-1.15943182,,
10/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2225868,98.39724902,124.32232941,0.70733974,72.07791568,1.40983333,,,125.02966915,60.30424902,,,,,,,,,,,,,0.410009,90.5872,32.6226,33.0326,57.6642,31.5091,,,
11/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69348901,103.73,134.1259826,0.70733974,79.35766667,1.40983333,,,134.83332234,66.957,,,,,,,,,,,,,0.410009,97.68,35.3335,35.7435,65.087,29.5524,,,
12/1988,0.32598681,,,,,5.69258017,,,,,,50.86737133,32.17103757,2.50212627,175.0815359,,,0.3,114.2,900,395,,,86.21716287,73.21421966,8.03881185,7.35374868,0.49494844,0.18266953,0.00713061,13.05438832,524.499078,13.05438832,0.85773741,0.07418241,0.06620292,0.30497767,0.3619093,16.10385369,0.05046511,16.10385369,,,,,,,,,,,0.00031459,9.57968476,,4.20315236,,,,,,,,,,,,0.14242613,,,30.48174157,139.39589694,170.5801321,0.70733974,112.7905636,1.40983333,,,171.28747184,99.96089694,,,,,,77.74,,265.3,,394.65,900.3,,0.410009,133.126,36.3417,36.7517,97.8709,35.2095,-1.15943182,,
01/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9651376,85.35781537,102.60495647,0.34837983,74.30866667,1.63038333,,,102.9533363,66.869,,,,,,,,,,,,,0.0011749,83.6682,17.6536,17.6548,63.129,10.0873,,,
02/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46780037,80.28961291,96.03941677,0.34837983,69.85537957,1.63038333,,0.011,96.38779661,61.89871291,,,,,,,,,,,,,0.0011749,78.8596,15.8966,15.8978,58.1587,11.8546,,,
03/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01176785,,,-0.01324228,,,17.47953808,89.57556193,108.33710351,0.34837983,73.52766667,1.63038333,,,108.68548334,63.217,,,,,,74,,238.4,,,,,0.0011749,88.5456,18.5083,18.5095,59.917,15.501,0.44033864,,
04/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40793979,87.14821203,110.83815532,0.34837983,75.49583362,1.63038333,,,111.18653515,67.63971203,,,,,,,,,,,,,0.0011749,86.8182,22.7368,22.7379,66.5397,14.9104,,,
05/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.43028026,95.93626664,120.6485504,0.34837983,80.41159195,1.63038333,,,120.99693023,76.087,,,,,,,,,,,,,0.0011749,91.9224,27.443,27.4442,73.117,19.8588,,,
06/1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0131587,,,-0.01470827,,,23.26947084,86.50900764,111.06048198,0.34837983,78.64256916,1.63038333,,,111.40886182,71.66818152,,,,,,52.69,,162,,,,,0.0011749,84.1741,25.6032,25.6044,69.1382,11.6814,0.44033864,,
