,Real GDP: YoY: sa: Quarterly,Reserve Bank of Australia: Assets or Liabilities,Real GDP: YoY: sa: Annual,Export Price Index,Export Price Index: Hydrocarbons,AF: Gross Domestic Product (GDP),AF: GDP: Government Consumption Expenditure,AF: GDP: Gross Fixed Capital Formation,AF: GDP: Gross Capital Formation,AF: GDP: Exports of Goods and Services,AF: Exports: % of Goods Exports: Ores & Metals,AF: Exports: High-Income Economies: % of Total Goods Exports,AF: Exports: % of Total Goods Exports: Residual,AF: Exports: % of Total Goods Exports: The Arab World,AF: Exports: Goods by Reporting Economy,AF: Exports: % of Commercial Service Exports: Services: Transport,AF: Exports: % of Commercial Service Exports: Services: Travel,AF: Exports: Commercial Service,AF: Imports: Commercial Service,AF: Exports: Goods,AF: Imports: Goods,AF: Goods Trade: % of GDP,AF: Imports: % of Commercial Service Imports: Services: Travel,AF: Imports: % of Commercial Service Imports: Services: Transport,AF: Imports: High-Income Economies: % of Total Goods Imports,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Outside Region,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: East Asia & Pacific,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Europe & Central Asia,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Latin America & The Caribbean,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Middle East & North Africa,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: South Asia,AF: Imports: Goods by Reporting Economy,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Outside Region,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: East Asia & Pacific,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Europe & Central Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Latin America & The Caribbean,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Middle East & North Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: South Asia,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region: Sub-Saharan Africa,AF: Exports: Low- and Middle-Income Economies: % of Total Goods Exports: Within Region,AF: Export: Cost: Border Compliance,AF: Export: Cost: Documentary Compliance,AF: Exports: Lead Time: Border Compliance,AF: Exports: Lead Time: Documentary Compliance,AF: Exports: Lead Time: Median Case,AF: Imports: Low- and Middle-Income Economies: % of Total Goods Imports: Within Region: Sub-Saharan Africa,AF: Imports: % of Commercial Service Imports: Services: Insurance & Financial,"AF: Exports: % of Commercial Service Exports: Services: Computer, Communication & Other Services","AF: Imports: % of Commercial Service Imports: Services: Computer, Communication & Other Services",AF: Exports: % of Commercial Service Exports: Services: Insurance & Financial,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Uruguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Trinidad and Tobago,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Suriname,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Lucia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Paraguay,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Panama,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Kitts and Nevis,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Curacao,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Peru,AF: Trade Balance: Other Countries Not Elsewhere Classified: Cuba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Nicaragua,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Mexico,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,"AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Venezuela, Republic Bolivariana de",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: St. Vincent & The Grenadines,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: (DC)Exports: Lead Time,AF: (DC)Imports: Lead Time,AF: (DC)Exports: Number of Documents,AF: (DC)Imports: % of Goods Imports: Agricultural Raw Materials,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: (Old)Eastern Germany,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Netherlands Antilles,AF: (DC)Trade Balance: Other Countries Not Elsewhere Classified: North Korea,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda
06/01/2010,,83595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2010,,75172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2010,,73525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2010,,81385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2010,,79438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2010,,77549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2010,,75740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2010,,79995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001738,0.001239,0.000174,,0.000052,-1.01844,,,,0.009351,0.000425,-0.011718,,,0.000717,,0.001637,,0.000428,0.012773,-7.213259,-0.134463,,,0.098,0.008142,-0.065973,,0.013326,0.000308,0.097955,,0.534662,,,,,-7.541236,,,,,,,,,,,
03/03/2010,,85859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2010,,86239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2010,,82295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2010,,83769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2010,,83355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2010,,77217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2010,,77413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2010,,84477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2010,,86609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2010,,89471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2010,,91957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2010,,91808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2010,,95835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006378,,0.000174,,0.00006,-0.864709,,,,0.009351,0.000576,-0.011718,,,0.000854,,0.001717,,0.000012,0.015045,-6.518239,-0.1742,,,0.118,0.008142,-0.065973,,0.013326,,0.109182,,0.669238,,,,,-6.523629,,,,,,,,,,,
02/06/2010,,94967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2010,,93131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2010,,90152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2010,,88852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2010,,85663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2010,,79804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2010,,78219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2010,,84013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2010,,84872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2010,,81785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2010,,81248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2010,,72596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2010,,76269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2010,,75489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000345,0.000014,0.000174,,0.000058,,,,,0.009351,,-0.011718,,,0.000736,,0.001314,,0.000033,0.014086,-5.804886,-0.285842,,,0.064,0.008142,-0.065973,,0.013326,0.000084,0.103189,,0.78111,,,,,-4.900701,,,,,,,,,,,
08/09/2010,,75555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2010,,73273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2010,,73689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2010,,74786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2010,,74526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2010,,75647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2010,,74113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2010,,77858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2010,,75929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2010,,76516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2010,,73617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2010,,76921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2010,,80396,3.6,,,711759.30773771,275961.12488818,215439.81669233,215439.81669233,118704.34907134,0.27524454,8.45448473,0.00147631,5.45165923,396.392531,7.03004575,3.64345264,2058.46125613,1006.7958962,5154,388,34.95080176,10.23135112,58.74696804,26.14956037,60.07673205,16.49354189,35.14249171,0.53042159,7.4708826,13.67113103,5208.227502,13.67113103,36.87497331,3.01862877,21.11863354,0.93829366,11.47444072,54.66906565,0.32497661,54.66906565,,,,,2,0.43939427,10.56712617,82.71513112,20.45455467,6.61137049,0.000152,,0.000174,,0.000071,-0.245293,,,,0.009351,0.000758,-0.011718,,,0.001105,,0.001184,,0.023693,0.01708,-5.678577,-0.349019,,,0.075,0.008142,-0.065973,,0.013326,0.0002,0.113456,,0.678856,,,,,-5.076093,,74,77,10,,,,,,,
08/12/2010,,77512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2010,,80016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2010,,76494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2010,,75950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2011,,77732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2011,,74183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2011,,70241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2011,,73695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2011,,72187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2011,,76726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2011,,72675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2011,,73228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009717,-0.024082,0.006969,-0.001738,,,,,,0.008526,0.000558,-0.116967,,,0.018328,0.002595,0.001541,,0.011046,0.012113,-1.529127,-0.128501,,,0.094,-0.051894,-0.00087,,0.004461,,0.020146,,0.860024,0.00022,,,,-0.704925,0.001056,,,,,,,,,,
02/03/2011,,77669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2011,,77005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2011,,74012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2011,,76027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2011,,75662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2011,,73015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2011,,73865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2011,,74235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2011,,83310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2011,,81720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2011,,80094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2011,,77923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2011,,84448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2011,,86509,,96.5,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012421,-0.018822,0.006969,-0.001867,,,,,,0.008526,0.001553,-0.116967,,,0.015246,0.002762,0.001618,,,0.013068,-6.802331,-0.122531,,,0.039,-0.051894,-0.00087,,0.004461,,0.021564,,0.994418,0.000238,,,,-5.882919,0.001056,,,,,,,,,,
08/06/2011,,89011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2011,,75597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2011,,78359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2011,,75912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2011,,74909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2011,,70211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/2011,,71677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2011,,75940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2011,,78188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2011,,78238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/2011,,69981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/2011,,74876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2011,,75382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
